genero,longitud,latitud,altitudmapa
358,-110.6667,27.93333,116
358,-113.6083,31.75,168
358,-108.945,30.462,1019
358,-109.176389,31.294444,1174
358,-109.202,30.7936,1094
358,-109.205,30.7979,995
358,-109.563778,29.838889,755
358,-109.353,26.619444,11
358,-109.241667,26.786111,76
358,-110.721667,28.2025,78
358,-110.209167,30.422222,1147
358,-98.841667,23.725,167
358,-99.775,22.958333,1113
358,-99.758333,23.391667,1587
358,-99.175,23.741667,363
358,-102.452222,22.481667,2199
358,-101.614444,24.821944,1949
358,-115.358333,30.108333,424
358,-113.416667,28.466667,418
358,-110.891667,25.058333,167
358,-111.775,26.341667,278
358,-110.24,23.64,219
358,-110.364996,24.106335,8
358,-111.7667,26.33333,288
358,-112.091667,26.225,208
358,-110.308333,23.541667,11
358,-112.225,27.208333,14
358,-110.23,23.419167,10
358,-112.035972,25.758722,11
358,-112.087472,25.809583,6
358,-110.233611,23.426111,10
358,-109.60877,23.21879,242
358,-111.108333,25.375,380
358,-104.37,26.81,1275
358,-104.525,26.891667,1441
358,-106.758333,31.641667,1253
358,-105.791667,28.908333,1232
358,-106.758333,31.641667,1253
358,-105.474475,29.156008,1390
358,-105.474475,29.156008,1390
358,-105.474475,29.156008,1390
358,-103.554722,27.4325,1445
358,-102.483333,29.183333,1179
358,-101.841667,25.425,1582
358,-101.025,25.441667,1636
358,-103.275,25.191667,1803
358,-103,25,1531
358,-101.35,26.82,1699
358,-103,25,1531
358,-103.552833,26.808528,1093
358,-100.608333,27.525,244
358,-102.165844,26.989699,2090
358,-103.091667,26.541667,1074
358,-103.728333,26.636667,1164
358,-103.750167,26.567278,1149
358,-104.599722,25.45,1851
358,-104.597079,25.455904,1868
358,-104.602778,25.430556,1673
358,-99.246667,19.853333,2489
358,-99.064444,19.548611,2337
358,-99.199722,19.889167,2338
358,-100.04001,24.09539,1635
358,-100.168889,25.343333,967
358,-100.046778,25.227472,502
358,-100.308333,25.541667,2001
358,-100.041667,25.875,371
358,-100.158333,25.375,598
358,-97.491667,18.325,1502
358,-100.415556,20.505444,1887
358,-99.768056,21.034125,1311
358,-100.425,20.508333,1916
358,-99.782667,21.04125,1366
358,-99.901667,21.901667,981
358,-99.908333,22.675,1018
358,-110.856111,30.823889,880
358,-110.666667,27.933333,116
358,-114.55977,32.305783,13
358,-113.458333,31.791667,495
358,-113.608333,31.758333,194
358,-109.275,26.525,6
358,-113.360318,32.001643,203
358,-112.860775,31.715057,492
358,-110.675,27.941667,38
358,-112.850753,31.874922,400
358,-112.8,31.85833,410
358,-111.038778,27.992133,43
358,-109.38333,30.45444,820
358,-111.14028,30.13361,713
358,-109.17639,31.29444,1174
358,-110.66667,27.93333,116
358,-113.4583,31.78333,508
358,-111.07833,28.11444,121
358,-109.2667,26.51667,8
358,-109.63139,31.23306,1284
358,-110.6667,27.93333,116
358,-113.6083,31.75,168
358,-108.945,30.462,1019
358,-109.176389,31.294444,1174
358,-109.202,30.7936,1094
358,-109.205,30.7979,995
358,-109.563778,29.838889,755
358,-109.353,26.619444,11
358,-109.241667,26.786111,76
358,-110.721667,28.2025,78
358,-110.209167,30.422222,1147
358,-98.841667,23.725,167
358,-99.775,22.958333,1113
358,-99.758333,23.391667,1587
358,-99.175,23.741667,363
358,-102.452222,22.481667,2199
358,-101.614444,24.821944,1949
358,-100.2,26.083333,510
358,-100.208333,26.091667,508
358,-100.2,26.083333,510
358,-100.208333,26.091667,508
366,-101.025,25.441667,1636
366,-101.025,25.441667,1636
366,-101.025,25.441667,1636
366,-101.025,25.441667,1636
367,-116.904167,32.441667,135
367,-110.858333,25.075,11
367,-110.299582,24.198346,37
367,-109.437718,23.411618,36
367,-110.24,23.64,219
367,-111.908611,25.314444,20
367,-109.731958,23.002464,46
367,-112.087472,25.809583,6
367,-112.119083,25.807417,10
367,-110.691667,24.7075,7
367,-110.448611,24.1275,27
367,-110.154497,23.259167,20
367,-111.863333,26.786389,6
367,-110.242611,23.881083,264
367,-110.242611,23.881083,264
367,-110.258333,23.925,196
367,-110.258333,23.925,196
367,-110.441667,24.175,10
367,-110.698333,24.702222,10
367,-110.0775,23.0225,37
367,-110.241857,23.790369,283
367,-110.691667,24.741667,15
367,-109.908333,22.875,10
367,-110.175,24.141667,595
367,-111.041667,24.891667,306
367,-109.958333,23.808333,241
367,-111.041667,25.458333,71
367,-110.475,24.158333,18
367,-109.958333,22.875,78
367,-100.141667,26.291667,542
367,-99.96389,26.29611,348
367,-97.158333,18.175,930
367,-99.526667,21.03,899
367,-108.925835,25.488263,318
367,-108.92993,25.46252,295
367,-108.873889,25.414722,13
367,-111.041667,28,74
367,-110.996667,28.111667,79
367,-109.275,26.525,6
367,-111.041667,28.008333,91
367,-111.06263,28.001994,88
367,-111.038778,27.992133,43
367,-112.897839,31.903528,392
367,-111.054722,27.979722,38
367,-111.049444,28.015278,113
367,-111.038402,28.003851,74
367,-111.065277,28.006116,173
367,-111.010356,27.967444,7
367,-111.103789,27.988889,36
367,-111.01219,27.98615,33
367,-111.134722,28.034722,173
367,-111.125833,28.041389,147
367,-99.071554,23.625136,326
367,-110.558333,24.908333,88
367,-110.611111,24.9325,137
367,-110.6,24.9167,72
367,-110.634722,24.915833,5
367,-116.904167,32.441667,135
367,-110.858333,25.075,11
367,-110.299582,24.198346,37
367,-109.437718,23.411618,36
367,-110.24,23.64,219
367,-111.908611,25.314444,20
367,-109.731958,23.002464,46
367,-112.087472,25.809583,6
367,-112.119083,25.807417,10
367,-110.691667,24.7075,7
367,-110.448611,24.1275,27
367,-110.154497,23.259167,20
367,-111.863333,26.786389,6
367,-110.242611,23.881083,264
367,-110.242611,23.881083,264
367,-110.258333,23.925,196
367,-110.258333,23.925,196
367,-110.441667,24.175,10
367,-110.698333,24.702222,10
367,-110.0775,23.0225,37
367,-110.241857,23.790369,283
367,-110.691667,24.741667,15
367,-109.908333,22.875,10
367,-110.175,24.141667,595
367,-111.041667,24.891667,306
367,-109.958333,23.808333,241
367,-111.041667,25.458333,71
367,-110.475,24.158333,18
367,-109.958333,22.875,78
367,-100.141667,26.291667,542
367,-99.96389,26.29611,348
367,-97.158333,18.175,930
367,-99.526667,21.03,899
367,-108.925835,25.488263,318
367,-108.92993,25.46252,295
367,-108.873889,25.414722,13
367,-111.041667,28,74
367,-110.996667,28.111667,79
367,-109.275,26.525,6
367,-111.041667,28.008333,91
367,-111.06263,28.001994,88
367,-111.038778,27.992133,43
367,-112.897839,31.903528,392
367,-111.054722,27.979722,38
367,-111.049444,28.015278,113
367,-111.038402,28.003851,74
367,-111.065277,28.006116,173
367,-111.010356,27.967444,7
367,-111.103789,27.988889,36
367,-111.01219,27.98615,33
367,-111.134722,28.034722,173
367,-111.125833,28.041389,147
367,-99.071554,23.625136,326
367,-110.558333,24.908333,88
367,-110.611111,24.9325,137
367,-110.6,24.9167,72
367,-110.634722,24.915833,5
367,-109.675,23.141667,96
367,-109.675,23.141667,96
383,-116.458333,32.545833,865
383,-116.28,31.08,57
383,-116.62,32.333333,346
383,-116.6,32.5,722
383,-116.4625,32.54583,807
383,-116.458333,32.545833,865
383,-116.28,31.08,57
383,-116.62,32.333333,346
383,-116.6,32.5,722
383,-116.4625,32.54583,807
383,-116.075,31.241667,234
383,-115.608333,30.975,1832
383,-115.658333,30.925,951
383,-115.641667,30.925,913
383,-116.075,31.241667,234
383,-115.608333,30.975,1832
383,-115.658333,30.925,951
383,-115.641667,30.925,913
383,-97.458333,18.191667,2087
383,-97.458333,18.191667,2087
387,-100,25,1521
387,-99.066667,24.7,734
387,-100,25,1521
387,-99.066667,24.7,734
387,-99.066667,24.7,734
387,-99.066667,24.7,734
387,-101.25,26.308333,1935
387,-102.575972,26.985831,1232
387,-101.25,26.308333,1935
387,-102.58,27.05,1374
387,-100.38583,26.011669,827
387,-100.23,24.66,1896
387,-100,25,1521
387,-100.234703,25.6318,1598
387,-101.25,26.308333,1935
387,-102.575972,26.985831,1232
387,-101.25,26.308333,1935
387,-102.58,27.05,1374
387,-100.38583,26.011669,827
387,-100.23,24.66,1896
387,-100,25,1521
387,-100.234703,25.6318,1598
387,-102.25,28.666667,947
387,-99.066667,24.7,734
387,-102.25,28.666667,947
387,-99.066667,24.7,734
388,-100.808333,27.408333,275
388,-102.475,29.258333,1132
388,-102.475,29.258333,1132
388,-100.808333,27.408333,275
388,-100.925,28.725,334
388,-100.808333,27.408333,275
388,-100.911389,28.730556,329
388,-100.225,26.525,384
388,-100.040556,25.871111,369
388,-100.218056,26.516667,360
388,-100.040556,25.871111,369
388,-109.304167,26.569167,9
388,-109.370833,26.995833,67
388,-109.3708,26.99583,67
388,-109.3042,26.56917,9
388,-109.304167,26.569167,9
388,-109.052778,26.908333,290
388,-100.808333,27.408333,275
388,-102.475,29.258333,1132
388,-102.475,29.258333,1132
388,-100.808333,27.408333,275
388,-100.925,28.725,334
388,-100.808333,27.408333,275
388,-100.911389,28.730556,329
388,-100.225,26.525,384
388,-100.040556,25.871111,369
388,-100.218056,26.516667,360
388,-100.040556,25.871111,369
388,-109.304167,26.569167,9
388,-109.370833,26.995833,67
388,-109.3708,26.99583,67
388,-109.3042,26.56917,9
388,-109.304167,26.569167,9
388,-109.052778,26.908333,290
388,-100.2,26.083333,510
388,-109.57975,31.24668,1193
388,-109.577778,31.246667,1188
388,-98.558333,25.158333,87
388,-100.2,26.083333,510
388,-109.57975,31.24668,1193
388,-109.577778,31.246667,1188
388,-98.558333,25.158333,87
398,-113.675,28.791667,641
398,-111.041667,24.891667,306
398,-109.583333,23.583333,54
398,-111.0333,24.88333,209
398,-110.195856,23.543145,210
398,-113.075,27.608333,858
398,-109.958333,23.808333,241
398,-111.041667,24.891667,306
398,-100.046778,25.227472,502
398,-100.431667,25.591111,783
398,-109.275,26.525,6
398,-109.290278,26.545833,11
398,-111.236442,28.062781,74
398,-109.275,26.525,6
398,-109.2667,26.51667,8
398,-109.2667,26.51667,8
398,-109.2903,26.54583,11
398,-111.29417,30.02028,769
398,-109.290278,26.545833,11
398,-109.290278,26.545833,11
398,-98.075,23.975,176
398,-113.675,28.791667,641
398,-111.041667,24.891667,306
398,-109.583333,23.583333,54
398,-111.0333,24.88333,209
398,-110.195856,23.543145,210
398,-113.075,27.608333,858
398,-109.958333,23.808333,241
398,-111.041667,24.891667,306
398,-100.046778,25.227472,502
398,-100.431667,25.591111,783
398,-109.275,26.525,6
398,-109.290278,26.545833,11
398,-111.236442,28.062781,74
398,-109.275,26.525,6
398,-109.2667,26.51667,8
398,-109.2667,26.51667,8
398,-109.2903,26.54583,11
398,-111.29417,30.02028,769
398,-109.290278,26.545833,11
398,-109.290278,26.545833,11
398,-98.075,23.975,176
398,-114.075,28.625,94
398,-116.006885,31.649374,1142
398,-114.775,29.791667,644
398,-113.508333,28.341667,619
398,-114.775,29.791667,644
398,-114.7667,29.78333,641
398,-113.5,28.33333,501
398,-114.7667,29.78333,641
398,-115.608333,31.241667,1122
398,-114.075,28.625,94
398,-113.191667,27.491667,227
398,-112.391667,26.891667,647
398,-111.425,25.858333,958
398,-110.741667,24.541667,16
398,-111.93,24.88,29
398,-111.5,26.05,402
398,-111.4167,25.85,1054
398,-110.688333,24.445,5
398,-111.425,25.858333,958
398,-111.358333,25.691667,409
398,-112.391667,26.891667,647
398,-110.741667,24.541667,16
398,-110.058333,23.175,357
398,-113.191667,27.491667,227
398,-106.333333,31.016667,1437
398,-104.134719,29.01,1566
398,-106.142819,28.567233,1518
398,-105.583333,28.883333,1175
398,-108.293333,30.678333,1485
398,-108.51,30.836667,1429
398,-106.475,31.508333,1264
398,-106.475,31.508333,1264
398,-103.755194,26.762028,1116
398,-101.323733,26.02739,1004
398,-103.225,25.108333,1788
398,-103.41861,28.37917,1181
398,-102.30365,26.925522,850
398,-102.583333,29.158333,1307
398,-101.37,26.34,1180
398,-102.816667,26.233333,1061
398,-103.416667,27.2,1094
398,-102.133333,26.975,873
398,-102.5,26.929444,1182
398,-103.191667,25.6,1320
398,-101.37,26.34,1180
398,-102.6,29.283333,1061
398,-102.5,26.916667,1164
398,-103.583333,27.194444,1288
398,-103.008333,26.658333,1618
398,-103.441667,28.441667,1275
398,-103.591667,27.191667,1310
398,-102.108333,26.991667,1092
398,-101.508333,26.158333,1823
398,-102.758333,27.425,1451
398,-101.341667,26.341667,1486
398,-102.108333,26.841667,1403
398,-101.208333,27.625,407
398,-103.225,25.108333,1788
398,-102.513333,25.633333,1136
398,-101.733333,27.083333,624
398,-100.6,27.5,288
398,-103.742591,28.062968,1353
398,-101,25.71,1062
398,-101.733333,27.083333,624
398,-100.916667,29.21,324
398,-101.64,25.416667,1490
398,-102.81667,26.23333,1061
398,-101.825,29.375,671
398,-101.541667,25.975,1967
398,-103.6775,26.698611,1144
398,-103.74,26.66,1212
398,-103.744083,26.678222,1186
398,-103.744083,26.678222,1186
398,-103.745528,26.675333,1186
398,-103.747639,26.686778,1152
398,-103.703111,26.674194,1164
398,-103.559667,26.579194,1253
398,-103.749583,26.688472,1145
398,-103.736006,26.658889,1191
398,-100.675,25.9,690
398,-100.11855,26.290464,451
398,-100.675,25.908333,679
398,-100.491667,25.625,876
398,-100.491667,25.625,876
398,-100.308333,25.491667,1617
398,-100.31,25.56,1569
398,-100.724707,22.412943,1796
398,-100.792403,22.3603,1835
398,-101,23.433333,1902
398,-100.312549,22.885102,1420
398,-113.040278,31.918889,441
398,-109.394436,30.45456,913
398,-111.208333,28.108333,126
398,-113.497222,31.759722,888
398,-111.308333,28.141667,127
398,-112.241667,29.341667,97
398,-111.211111,28.042222,9
398,-111.118692,28.01674,156
398,-110.9,27.933333,230
398,-110.9,27.933333,230
398,-110.9,27.933333,230
398,-110.9,27.933333,230
398,-111.2,28.1,161
398,-112.2333,29.33333,102
398,-111.2111,28.04222,9
398,-113.4972,31.75972,888
398,-113.0403,31.91889,441
398,-111.29278,28.13111,31
398,-111.3,28.13333,15
398,-108.953,30.4617,1043
398,-109.206,30.7826,1121
398,-109.545,30.9642,1117
398,-109.093056,31.315833,1299
398,-109.182,30.7987,1121
398,-109.21,30.7906,994
398,-99.9,22.816667,1025
398,-99.27,23.633333,1061
398,-102.759444,22.627222,2176
398,-101.46,22.569167,2044
398,-101.43,24.221001,1855
398,-112.583333,28.716667,246
398,-112.583333,28.716667,246
398,-112.583333,28.716667,246
398,-112.608333,28.708333,201
398,-111.37847,27.9694,179
398,-112.266667,28.766667,54
398,-111.37847,27.9694,179
398,-112.561499,28.700004,66
398,-111.375214,27.968825,106
398,-112.6,28.7,217
398,-111.38517,27.9693,7
398,-112.31818,28.97947,356
398,-112.2667,28.76667,54
398,-112.3032,28.38072,198
398,-111.38075,27.97281,119
398,-112.29167,28.71667,21
398,-112.40591,28.8439,58
398,-111.37863,27.97135,87
398,-110.345,24.413889,7
398,-112.083333,27.25,38
398,-112.29709,28.98324,371
398,-114.075,28.625,94
398,-116.006885,31.649374,1142
398,-114.775,29.791667,644
398,-113.508333,28.341667,619
398,-114.775,29.791667,644
398,-114.7667,29.78333,641
398,-113.5,28.33333,501
398,-114.7667,29.78333,641
398,-115.608333,31.241667,1122
398,-114.075,28.625,94
398,-113.191667,27.491667,227
398,-112.391667,26.891667,647
398,-111.425,25.858333,958
398,-110.741667,24.541667,16
398,-111.93,24.88,29
398,-111.5,26.05,402
398,-111.4167,25.85,1054
398,-110.688333,24.445,5
398,-111.425,25.858333,958
398,-111.358333,25.691667,409
398,-112.391667,26.891667,647
398,-110.741667,24.541667,16
398,-110.058333,23.175,357
398,-113.191667,27.491667,227
398,-106.333333,31.016667,1437
398,-104.134719,29.01,1566
398,-106.142819,28.567233,1518
398,-105.583333,28.883333,1175
398,-108.293333,30.678333,1485
398,-108.51,30.836667,1429
398,-106.475,31.508333,1264
398,-106.475,31.508333,1264
398,-103.755194,26.762028,1116
398,-101.323733,26.02739,1004
398,-103.225,25.108333,1788
398,-103.41861,28.37917,1181
398,-102.30365,26.925522,850
398,-102.583333,29.158333,1307
398,-101.37,26.34,1180
398,-102.816667,26.233333,1061
398,-103.416667,27.2,1094
398,-102.133333,26.975,873
398,-102.5,26.929444,1182
398,-103.191667,25.6,1320
398,-101.37,26.34,1180
398,-102.6,29.283333,1061
398,-102.5,26.916667,1164
398,-103.583333,27.194444,1288
398,-103.008333,26.658333,1618
398,-103.441667,28.441667,1275
398,-103.591667,27.191667,1310
398,-102.108333,26.991667,1092
398,-101.508333,26.158333,1823
398,-102.758333,27.425,1451
398,-101.341667,26.341667,1486
398,-102.108333,26.841667,1403
398,-101.208333,27.625,407
398,-103.225,25.108333,1788
398,-102.513333,25.633333,1136
398,-101.733333,27.083333,624
398,-100.6,27.5,288
398,-103.742591,28.062968,1353
398,-101,25.71,1062
398,-101.733333,27.083333,624
398,-100.916667,29.21,324
398,-101.64,25.416667,1490
398,-102.81667,26.23333,1061
398,-101.825,29.375,671
398,-101.541667,25.975,1967
398,-103.6775,26.698611,1144
398,-103.74,26.66,1212
398,-103.744083,26.678222,1186
398,-103.744083,26.678222,1186
398,-103.745528,26.675333,1186
398,-103.747639,26.686778,1152
398,-103.703111,26.674194,1164
398,-103.559667,26.579194,1253
398,-103.749583,26.688472,1145
398,-103.736006,26.658889,1191
398,-100.675,25.9,690
398,-100.11855,26.290464,451
398,-100.675,25.908333,679
398,-100.491667,25.625,876
398,-100.491667,25.625,876
398,-100.308333,25.491667,1617
398,-100.31,25.56,1569
398,-100.724707,22.412943,1796
398,-100.792403,22.3603,1835
398,-101,23.433333,1902
398,-100.312549,22.885102,1420
398,-113.040278,31.918889,441
398,-109.394436,30.45456,913
398,-111.208333,28.108333,126
398,-113.497222,31.759722,888
398,-111.308333,28.141667,127
398,-112.241667,29.341667,97
398,-111.211111,28.042222,9
398,-111.118692,28.01674,156
398,-110.9,27.933333,230
398,-110.9,27.933333,230
398,-110.9,27.933333,230
398,-110.9,27.933333,230
398,-111.2,28.1,161
398,-112.2333,29.33333,102
398,-111.2111,28.04222,9
398,-113.4972,31.75972,888
398,-113.0403,31.91889,441
398,-111.29278,28.13111,31
398,-111.3,28.13333,15
398,-108.953,30.4617,1043
398,-109.206,30.7826,1121
398,-109.545,30.9642,1117
398,-109.093056,31.315833,1299
398,-109.182,30.7987,1121
398,-109.21,30.7906,994
398,-99.9,22.816667,1025
398,-99.27,23.633333,1061
398,-102.759444,22.627222,2176
398,-101.46,22.569167,2044
398,-101.43,24.221001,1855
398,-112.583333,28.716667,246
398,-112.583333,28.716667,246
398,-112.583333,28.716667,246
398,-112.608333,28.708333,201
398,-111.37847,27.9694,179
398,-112.266667,28.766667,54
398,-111.37847,27.9694,179
398,-112.561499,28.700004,66
398,-111.375214,27.968825,106
398,-112.6,28.7,217
398,-111.38517,27.9693,7
398,-112.31818,28.97947,356
398,-112.2667,28.76667,54
398,-112.3032,28.38072,198
398,-111.38075,27.97281,119
398,-112.29167,28.71667,21
398,-112.40591,28.8439,58
398,-111.37863,27.97135,87
398,-110.345,24.413889,7
398,-112.083333,27.25,38
398,-112.29709,28.98324,371
398,-116.675,31.958333,229
398,-116.675,31.958333,229
398,-112.375,26.941667,744
398,-112.458333,26.991667,829
398,-112.370833,26.948333,570
398,-112.458333,26.991667,829
398,-112.375,26.941667,744
398,-106.172182,28.764503,1556
398,-104.258333,23.841667,1730
398,-104.599722,25.148889,1581
398,-104.62,25.45,1727
398,-104.75,23.832778,2410
398,-100.05556,21.29861,1354
398,-100.055556,21.298611,1354
398,-100.008333,25.008333,1267
398,-100.162656,25.365392,715
398,-100.162778,25.365278,715
398,-100.431667,25.591111,783
398,-100.431667,25.591111,783
398,-100.158333,25.375,598
398,-100.241667,25.541667,636
398,-100.175,25.375,966
398,-100.175,25.591667,521
398,-100.158333,25.375,598
398,-111.041667,28,74
398,-111.06263,27.983906,168
398,-110.808333,30.491667,1055
398,-111.038778,27.992133,43
398,-111.038402,28.003851,74
398,-111.06263,28.001994,88
398,-111.041667,28.008333,91
398,-111.010356,27.967444,7
398,-110.648333,30.311667,1015
398,-111.04,28.09,217
398,-111.130278,28.038333,196
398,-99.708333,22.975,1208
398,-116.675,31.958333,229
398,-116.675,31.958333,229
398,-112.375,26.941667,744
398,-112.458333,26.991667,829
398,-112.370833,26.948333,570
398,-112.458333,26.991667,829
398,-112.375,26.941667,744
398,-106.172182,28.764503,1556
398,-104.258333,23.841667,1730
398,-104.599722,25.148889,1581
398,-104.62,25.45,1727
398,-104.75,23.832778,2410
398,-100.05556,21.29861,1354
398,-100.055556,21.298611,1354
398,-100.008333,25.008333,1267
398,-100.162656,25.365392,715
398,-100.162778,25.365278,715
398,-100.431667,25.591111,783
398,-100.431667,25.591111,783
398,-100.158333,25.375,598
398,-100.241667,25.541667,636
398,-100.175,25.375,966
398,-100.175,25.591667,521
398,-100.158333,25.375,598
398,-111.041667,28,74
398,-111.06263,27.983906,168
398,-110.808333,30.491667,1055
398,-111.038778,27.992133,43
398,-111.038402,28.003851,74
398,-111.06263,28.001994,88
398,-111.041667,28.008333,91
398,-111.010356,27.967444,7
398,-110.648333,30.311667,1015
398,-111.04,28.09,217
398,-111.130278,28.038333,196
398,-99.708333,22.975,1208
398,-106.4,31.416667,1286
398,-101.091667,25.341667,2032
398,-101.438225,29.694361,440
398,-102.441667,29.208333,1182
398,-102.175,25.341667,1891
398,-101.091667,25.341667,2032
398,-102.441667,29.208333,1182
398,-101.208333,27.625,407
398,-101.091667,25.425,1898
398,-101.391667,25.608333,1154
398,-101.541667,25.975,1967
398,-102.4333,29.2,1083
398,-100.431667,25.591111,783
398,-100.431667,25.591111,783
398,-101.025,26.225,830
398,-100.541667,26.841667,368
398,-99.794083,23.993639,1458
398,-109.79389,31.23806,1511
398,-109.793889,31.238056,1511
398,-109.631389,31.233056,1284
398,-98.941667,25.058333,132
398,-106.4,31.416667,1286
398,-101.091667,25.341667,2032
398,-101.438225,29.694361,440
398,-102.441667,29.208333,1182
398,-102.175,25.341667,1891
398,-101.091667,25.341667,2032
398,-102.441667,29.208333,1182
398,-101.208333,27.625,407
398,-101.091667,25.425,1898
398,-101.391667,25.608333,1154
398,-101.541667,25.975,1967
398,-102.4333,29.2,1083
398,-100.431667,25.591111,783
398,-100.431667,25.591111,783
398,-101.025,26.225,830
398,-100.541667,26.841667,368
398,-99.794083,23.993639,1458
398,-109.79389,31.23806,1511
398,-109.793889,31.238056,1511
398,-109.631389,31.233056,1284
398,-98.941667,25.058333,132
398,-104.197778,25.09,1492
398,-104.197778,25.09,1492
398,-104.258333,23.841667,1730
398,-104.258333,23.841667,1730
398,-101.351168,26.591392,951
398,-101.241667,25.375,1756
398,-102.383333,27.116667,1248
398,-102.803061,28.612781,1329
398,-101.25,26.308333,1935
398,-101.541667,25.975,1967
398,-101.091667,25.425,1898
398,-103.275,27.991667,1048
398,-102.391667,27.125,1284
398,-101.375,25.525,1217
398,-103.702742,27.968844,1946
398,-101.733333,27.083333,624
398,-101.77361,28.68889,886
398,-100.147053,26.42415,335
398,-100.431667,25.591111,783
398,-100.525,26.508333,696
398,-99.941667,25.975,632
398,-100.158333,26.441667,332
398,-100.45,25.716667,1375
398,-100.724707,22.412943,1796
398,-100.494458,22.6283,1589
398,-99.77,21.92,1362
398,-100.49,22.62,1637
398,-100.49,22.62,1637
398,-98.628222,23.606189,271
398,-98.628222,23.606189,271
398,-98.662808,23.739192,189
398,-98.67,23.74,189
398,-101.351168,26.591392,951
398,-101.241667,25.375,1756
398,-102.383333,27.116667,1248
398,-102.803061,28.612781,1329
398,-101.25,26.308333,1935
398,-101.541667,25.975,1967
398,-101.091667,25.425,1898
398,-103.275,27.991667,1048
398,-102.391667,27.125,1284
398,-101.375,25.525,1217
398,-103.702742,27.968844,1946
398,-101.733333,27.083333,624
398,-101.77361,28.68889,886
398,-100.147053,26.42415,335
398,-100.431667,25.591111,783
398,-100.525,26.508333,696
398,-99.941667,25.975,632
398,-100.158333,26.441667,332
398,-100.45,25.716667,1375
398,-100.724707,22.412943,1796
398,-100.494458,22.6283,1589
398,-99.77,21.92,1362
398,-100.49,22.62,1637
398,-100.49,22.62,1637
398,-98.628222,23.606189,271
398,-98.628222,23.606189,271
398,-98.662808,23.739192,189
398,-98.67,23.74,189
398,-111.748889,24.548667,8
398,-111.748889,24.548667,8
398,-111.277194,24.24525,9
398,-112.075556,25.199694,8
398,-111.838306,24.489694,12
398,-111.482778,24.373306,9
398,-111.401889,24.313944,19
398,-111.981389,24.519694,46
398,-111.717778,24.378889,249
398,-111.540167,24.420139,13
398,-112.264417,24.773583,45
398,-111.952778,24.518611,27
398,-111.717778,24.378889,249
398,-111.688583,24.587194,12
398,-112.124028,24.62475,28
398,-112.053861,25.581083,11
398,-111.676333,24.67075,16
398,-112.053861,25.581083,11
398,-111.688583,24.587194,12
398,-101.37,26.34,1180
398,-101.783333,28.416667,797
398,-104.258333,23.841667,1730
398,-103.8,25.84,1290
398,-98.680556,20.443056,1647
398,-100.446283,25.597886,770
398,-100.446389,25.597778,770
398,-100.225,26.525,384
398,-100.308333,25.541667,2001
398,-100.509622,22.672978,1480
398,-110.635477,30.377392,982
398,-109.394436,30.45456,913
398,-109.38333,30.45444,820
398,-110.658333,30.330556,1171
398,-108.946,30.4557,1039
398,-109.548,30.9722,1118
398,-109.024667,30.7745,1074
398,-99.775,22.958333,1113
398,-99.041667,24.691667,823
398,-98.441667,23.841667,208
398,-99.191667,23.691667,542
398,-99.091667,24.725,582
398,-111.277194,24.24525,9
398,-112.075556,25.199694,8
398,-111.838306,24.489694,12
398,-111.482778,24.373306,9
398,-111.401889,24.313944,19
398,-111.981389,24.519694,46
398,-111.717778,24.378889,249
398,-111.540167,24.420139,13
398,-112.264417,24.773583,45
398,-111.952778,24.518611,27
398,-111.717778,24.378889,249
398,-111.688583,24.587194,12
398,-112.124028,24.62475,28
398,-112.053861,25.581083,11
398,-111.676333,24.67075,16
398,-112.053861,25.581083,11
398,-111.688583,24.587194,12
398,-101.37,26.34,1180
398,-101.783333,28.416667,797
398,-104.258333,23.841667,1730
398,-103.8,25.84,1290
398,-98.680556,20.443056,1647
398,-100.446283,25.597886,770
398,-100.446389,25.597778,770
398,-100.225,26.525,384
398,-100.308333,25.541667,2001
398,-100.509622,22.672978,1480
398,-110.635477,30.377392,982
398,-109.394436,30.45456,913
398,-109.38333,30.45444,820
398,-110.658333,30.330556,1171
398,-108.946,30.4557,1039
398,-109.548,30.9722,1118
398,-109.024667,30.7745,1074
398,-99.775,22.958333,1113
398,-99.041667,24.691667,823
398,-98.441667,23.841667,208
398,-99.191667,23.691667,542
398,-99.091667,24.725,582
398,-101.091667,25.341667,2032
398,-101.091667,25.341667,2032
398,-101.733333,27.083333,624
398,-104.008333,25.008333,1921
398,-101.733333,27.083333,624
398,-104.008333,25.008333,1921
398,-106.4,31.416667,1286
398,-104.785,28.323889,1603
398,-101.37,26.34,1180
398,-102.583333,29.158333,1307
398,-101.37,26.34,1180
398,-101.016667,26.216667,811
398,-106.4,31.416667,1286
398,-104.785,28.323889,1603
398,-101.37,26.34,1180
398,-102.583333,29.158333,1307
398,-101.37,26.34,1180
398,-101.016667,26.216667,811
398,-110.233333,24.133333,155
398,-113.375,26.991667,68
398,-109.958333,22.875,78
398,-106.333333,28.85,1651
398,-106.333,29.333,1526
398,-106.333,29.333,1526
398,-106.333,29.333,1526
398,-101.753056,28.151111,562
398,-100.162656,25.365392,715
398,-100.162778,25.365278,715
398,-100.041667,25.275,496
398,-100.008333,25.008333,1267
398,-108.041667,24.766667,7
398,-111.063925,27.983936,149
398,-110.9,27.933333,230
398,-108.955,30.4638,1069
398,-109.28,30.726,931
398,-108.939,30.4517,1022
398,-99.641667,27.458333,150
398,-110.233333,24.133333,155
398,-113.375,26.991667,68
398,-109.958333,22.875,78
