genero,longitud,latitud,altitudmapa
191,-115.19397,30.43528,1338
191,-114.71806,29.73278,558
191,-115.85481,32.21713,824
191,-115.85481,32.21713,824
191,-115.19397,30.43528,1338
191,-115.85481,32.21713,824
191,-115.74583,32.56944,8
191,-114.698222,29.730167,557
191,-114.71806,29.73278,558
191,-115.85481,32.21713,824
191,-115.797051,32.218537,323
191,-115.85481,32.21713,824
191,-114.71806,29.73278,558
191,-113.75278,28.74333,443
191,-114.708333,29.725,550
191,-114.641667,29.775,658
191,-115.791667,32.208333,254
191,-113.675,28.791667,641
191,-114.641667,29.725,802
191,-112.25803,26.92654,792
191,-111.333306,25.716556,519
191,-111.2422,28.0585,8
191,-113.300139,29.233167,307
191,-113.37398,29.21559,146
191,-113.37398,29.21559,146
191,-113.37398,29.21559,146
191,-113.37398,29.21559,146
191,-113.3,29.233333,297
191,-113.37398,29.21559,146
191,-113.37398,29.21559,146
191,-113.37398,29.21559,146
191,-113.37398,29.21559,146
191,-102.0425,28.283056,1459
191,-101.298611,26.809722,1071
191,-101.351667,26.854167,1113
191,-102.44706,26.99947,1876
191,-102.53486,25.431936,2067
191,-102.3955,28.84262,1326
191,-101.887367,28.519867,718
191,-102.3955,28.84262,1326
191,-102.3955,28.84262,1326
191,-101.383333,26.033333,1126
191,-100.23,25.63,1270
191,-99.95,24.0691,1743
191,-100.234703,25.6318,1598
191,-99.95778,24.05056,1859
191,-99.952222,24.063333,1771
191,-99.952222,24.0625,1766
191,-100.234703,25.6318,1598
191,-100.418833,25.576313,806
191,-99.95778,24.05056,1859
191,-100.458,25.631,717
191,-99.95,24.0691,1743
191,-99.95778,24.05056,1859
191,-100.418833,25.576313,806
191,-100.2347,25.6318,1598
191,-99.317777,23.597948,706
191,-99.676252,23.24876,1626
191,-99.676252,23.24876,1626
191,-99.808333,23.441667,2174
191,-102.0425,28.283056,1459
191,-101.298611,26.809722,1071
191,-101.351667,26.854167,1113
191,-102.44706,26.99947,1876
191,-102.53486,25.431936,2067
191,-102.3955,28.84262,1326
191,-101.887367,28.519867,718
191,-102.3955,28.84262,1326
191,-102.3955,28.84262,1326
191,-101.383333,26.033333,1126
191,-100.23,25.63,1270
191,-99.95,24.0691,1743
191,-100.234703,25.6318,1598
191,-99.95778,24.05056,1859
191,-99.952222,24.063333,1771
191,-99.952222,24.0625,1766
191,-100.234703,25.6318,1598
191,-100.418833,25.576313,806
191,-99.95778,24.05056,1859
191,-100.458,25.631,717
191,-99.95,24.0691,1743
191,-99.95778,24.05056,1859
191,-100.418833,25.576313,806
191,-100.2347,25.6318,1598
191,-99.317777,23.597948,706
191,-99.676252,23.24876,1626
191,-99.676252,23.24876,1626
191,-99.808333,23.441667,2174
191,-116.69528,31.7225,246
191,-113.075,27.641667,645
191,-112.441667,26.875,1481
191,-113.075,27.641667,645
191,-113.075,27.641667,645
191,-113.075,27.641667,645
191,-111.35,25.783333,688
191,-111.35,25.783333,688
191,-111.358333,25.791667,660
191,-111.591667,26.091667,1177
191,-110.775,24.825,657
191,-111.391667,25.925,103
191,-111.35,25.783333,688
191,-110.202861,24.235556,61
191,-111.333333,25.716667,519
191,-110.775,24.825,657
191,-111.591667,26.083333,954
191,-111.391667,25.916667,222
191,-109.992245,22.94453,198
191,-110.202861,24.235556,61
191,-109.992245,22.94453,198
191,-111.358333,25.791667,660
191,-112.441667,26.875,1481
191,-110.30833,30.34167,1080
191,-110.78045,25.65328,277
191,-116.69528,31.7225,246
191,-113.075,27.641667,645
191,-112.441667,26.875,1481
191,-113.075,27.641667,645
191,-113.075,27.641667,645
191,-113.075,27.641667,645
191,-111.35,25.783333,688
191,-111.35,25.783333,688
191,-111.358333,25.791667,660
191,-111.591667,26.091667,1177
191,-110.775,24.825,657
191,-111.391667,25.925,103
191,-111.35,25.783333,688
191,-110.202861,24.235556,61
191,-111.333333,25.716667,519
191,-110.775,24.825,657
191,-111.591667,26.083333,954
191,-111.391667,25.916667,222
191,-109.992245,22.94453,198
191,-110.202861,24.235556,61
191,-109.992245,22.94453,198
191,-111.358333,25.791667,660
191,-112.441667,26.875,1481
191,-110.30833,30.34167,1080
191,-110.78045,25.65328,277
191,-111.00167,28.65694,185
191,-110.966241,27.980312,8
191,-111.05809,27.94951,10
191,-110.58251,27.64892,11
191,-111.00167,28.65694,185
191,-110.966241,27.980312,8
191,-111.05809,27.94951,10
191,-110.58251,27.64892,11
191,-100.445236,22.62059,1710
191,-100.442282,22.622432,1725
191,-100.441617,22.624733,1765
191,-100.442129,22.623078,1717
191,-100.444889,22.619908,1721
191,-100.445152,22.618162,1711
191,-100.445556,22.619017,1712
191,-99.666667,23.333333,1816
191,-99.67685,23.268017,1737
191,-99.677444,23.267133,1726
191,-99.633611,23.335,2176
191,-99.67685,23.268017,1737
191,-100.445236,22.62059,1710
191,-100.442282,22.622432,1725
191,-100.441617,22.624733,1765
191,-100.442129,22.623078,1717
191,-100.444889,22.619908,1721
191,-100.445152,22.618162,1711
191,-100.445556,22.619017,1712
191,-99.666667,23.333333,1816
191,-99.67685,23.268017,1737
191,-99.677444,23.267133,1726
191,-99.633611,23.335,2176
191,-99.67685,23.268017,1737
191,-100.71361,25.91444,672
191,-97.608333,17.675,2081
191,-97.541667,18.408333,2175
191,-97.530833,18.083333,2206
191,-97.507278,18.402917,1980
191,-97.468194,18.415111,1892
191,-97.450583,18.269583,2433
191,-97.519222,18.404472,2040
191,-97.503917,18.403389,1970
191,-97.484806,18.41025,1914
191,-97.529389,18.405917,2135
191,-97.469556,18.407306,1939
191,-97.419083,18.23425,2110
191,-97.6515,18.441889,2212
191,-97.5525,18.236667,1884
191,-97.491167,18.4305,1970
191,-97.466944,18.4195,1825
191,-97.450583,18.269583,2433
191,-97.53028,18.07972,2213
191,-97.53028,18.07972,2213
191,-97.402503,18.706005,2350
191,-97.508333,18.291667,1585
191,-100.025,21.725,1139
191,-99.31,23.58,687
191,-100.71361,25.91444,672
191,-97.608333,17.675,2081
191,-97.541667,18.408333,2175
191,-97.530833,18.083333,2206
191,-97.507278,18.402917,1980
191,-97.468194,18.415111,1892
191,-97.450583,18.269583,2433
191,-97.519222,18.404472,2040
191,-97.503917,18.403389,1970
191,-97.484806,18.41025,1914
191,-97.529389,18.405917,2135
191,-97.469556,18.407306,1939
191,-97.419083,18.23425,2110
191,-97.6515,18.441889,2212
191,-97.5525,18.236667,1884
191,-97.491167,18.4305,1970
191,-97.466944,18.4195,1825
191,-97.450583,18.269583,2433
191,-97.53028,18.07972,2213
191,-97.53028,18.07972,2213
191,-97.402503,18.706005,2350
191,-97.508333,18.291667,1585
191,-100.025,21.725,1139
191,-99.31,23.58,687
191,-118.32,29.03,11
191,-118.32,29.03,11
191,-118.32466,29.03141,11
191,-118.288056,29.047056,871
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32,29.03,11
191,-118.32,29.03,11
191,-118.32466,29.03141,11
191,-118.288056,29.047056,871
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-118.32466,29.03141,11
191,-110.58251,27.64892,11
191,-111.05056,27.974911,33
191,-111.05809,27.94951,10
191,-111.131,28.005183,78
191,-110.940545,27.986703,16
191,-111.00029,28.65539,188
191,-111.05056,27.960876,11
191,-110.966241,27.980312,8
191,-109.66679,29.90541,742
191,-111.1313,28.006067,100
191,-111.191888,28.089108,192
191,-111.130278,28.038333,196
191,-111.380205,27.96957,220
191,-110.58251,27.64892,11
191,-111.05056,27.974911,33
191,-111.05809,27.94951,10
191,-111.131,28.005183,78
191,-110.940545,27.986703,16
191,-111.00029,28.65539,188
191,-111.05056,27.960876,11
191,-110.966241,27.980312,8
191,-109.66679,29.90541,742
191,-111.1313,28.006067,100
191,-111.191888,28.089108,192
191,-111.130278,28.038333,196
191,-111.380205,27.96957,220
191,-97.35,18.07,1961
191,-97.631667,18.45,2406
191,-97.461611,18.417306,1805
191,-97.450583,18.269583,2433
191,-97.471778,18.41625,1885
191,-97.519222,18.404472,2040
191,-97.529389,18.405917,2135
191,-97.458333,18.258333,2116
191,-97.458333,18.258333,2116
191,-97.458333,18.258333,2116
191,-97.458333,18.258333,2116
191,-97.508333,18.291667,1585
191,-110.815,30.454444,1124
191,-110.826105,30.50187,939
191,-110.820874,30.475555,1006
191,-110.795731,30.488119,1216
191,-110.825441,30.484453,967
191,-97.35,18.07,1961
191,-97.631667,18.45,2406
191,-97.461611,18.417306,1805
191,-97.450583,18.269583,2433
191,-97.471778,18.41625,1885
191,-97.519222,18.404472,2040
191,-97.529389,18.405917,2135
191,-97.458333,18.258333,2116
191,-97.458333,18.258333,2116
191,-97.458333,18.258333,2116
191,-97.458333,18.258333,2116
191,-97.508333,18.291667,1585
191,-110.815,30.454444,1124
191,-110.826105,30.50187,939
191,-110.820874,30.475555,1006
191,-110.795731,30.488119,1216
191,-110.825441,30.484453,967
268,-99.92,21.148056,1837
268,-99.92,21.148056,1837
268,-100,24,1750
268,-99.225,23.825,669
268,-99.275,23.425,1109
268,-100,24,1750
268,-99.225,23.825,669
268,-99.275,23.425,1109
943,-111.758333,24.375,111
943,-114.59889,27.4775,20
943,-110.891667,25.058333,167
943,-108.873889,25.414722,13
943,-111.92462,28.87749,7
943,-111.92462,28.87749,7
943,-111.758333,24.375,111
943,-114.59889,27.4775,20
943,-110.891667,25.058333,167
943,-108.873889,25.414722,13
943,-111.92462,28.87749,7
943,-111.92462,28.87749,7
1072,-101.351667,26.854167,1113
1072,-110.383333,29.583333,564
1072,-111.053333,28.014444,230
1072,-101.351667,26.854167,1113
1072,-110.383333,29.583333,564
1072,-111.053333,28.014444,230
1294,-115.797051,32.218537,323
1294,-116.616667,32.45,518
1294,-116.633333,32.316667,636
1294,-116.658333,32.341667,759
1294,-112.908333,27.358333,325
1294,-111.92462,28.87749,7
1294,-115.797051,32.218537,323
1294,-116.616667,32.45,518
1294,-116.633333,32.316667,636
1294,-116.658333,32.341667,759
1294,-112.908333,27.358333,325
1294,-111.92462,28.87749,7
1294,-114.71806,29.73278,558
1294,-114.35809,29.40472,665
1294,-115.11381,29.66904,351
1294,-115.85481,32.21713,824
1294,-110.188222,24.230128,219
1294,-110.23818,24.2073,110
1294,-110.175,24.241667,289
1294,-114.71806,29.73278,558
1294,-114.35809,29.40472,665
1294,-115.11381,29.66904,351
1294,-115.85481,32.21713,824
1294,-110.188222,24.230128,219
1294,-110.23818,24.2073,110
1294,-110.175,24.241667,289
41,-103.554722,27.4325,1445
41,-103.554722,27.4325,1445
41,-104.692706,29.544747,836
41,-104.692706,29.544747,836
41,-116.258333,31.408333,342
41,-115.158333,31.058333,612
41,-115.3748,30.9316,2349
41,-115.458333,31.075,2003
41,-115,30,583
41,-115.466722,31.149833,1609
41,-115.158333,31.058333,612
41,-116.258333,31.408333,342
41,-115.158333,31.058333,612
41,-115.3748,30.9316,2349
41,-115.458333,31.075,2003
41,-115,30,583
41,-115.466722,31.149833,1609
41,-115.158333,31.058333,612
41,-116.175,32.441667,1295
41,-116.175,32.441667,1295
41,-100.055556,21.298611,1354
41,-99.199722,19.889167,2338
41,-99.199722,19.889167,2338
41,-99.177222,19.873056,2366
41,-99.215278,19.888611,2339
41,-99.201111,19.903056,2326
41,-99.179444,19.8725,2380
41,-99.057222,19.588611,2325
41,-100,24,1750
41,-99.55,21.05,1209
41,-99.4431,23.5843,910
41,-99.4431,23.5843,910
41,-99.28,23.593,1102
41,-99.4431,23.5843,910
41,-102.348333,22.584444,2246
41,-100.055556,21.298611,1354
41,-99.199722,19.889167,2338
41,-99.199722,19.889167,2338
41,-99.177222,19.873056,2366
41,-99.215278,19.888611,2339
41,-99.201111,19.903056,2326
41,-99.179444,19.8725,2380
41,-99.057222,19.588611,2325
41,-100,24,1750
41,-99.55,21.05,1209
41,-99.4431,23.5843,910
41,-99.4431,23.5843,910
41,-99.28,23.593,1102
41,-99.4431,23.5843,910
41,-102.348333,22.584444,2246
41,-114.758333,30.008333,608
41,-115.5525,30.053333,319
41,-114.068333,29.016944,371
41,-114.60782,29.6294,716
41,-114.691667,29.741667,736
41,-113.641667,28.775,715
41,-114.071362,29.069785,424
41,-114.808333,29.975,696
41,-114.18921,29.265479,559
41,-115.555257,30.043715,276
41,-114.029037,28.92556,303
41,-115.211111,29.977778,482
41,-114.147455,29.137698,453
41,-113.658333,28.358333,728
41,-114.206685,28.742062,61
41,-116.806419,32.056814,272
41,-114.391667,29.391667,770
41,-115.233333,29.583333,67
41,-115.193222,29.972067,490
41,-115.433333,30.05,485
41,-114.12,29.06,369
41,-114.148009,29.137393,461
41,-115.1848,29.62974,292
41,-113.7575,28.785556,488
41,-115.393833,31.20225,429
41,-116.55,32,450
41,-115.45,32.07,13
41,-115.2,29.62,176
41,-115.43,30.07,519
41,-114.22,29.28,545
41,-114.15,28.95,208
41,-115.68333,31.6,1175
41,-113.6333,28.76667,870
41,-115.2111,29.97778,482
41,-114.3833,29.38333,668
41,-113.65,28.35,654
41,-114.6833,29.73333,568
41,-114.8,29.96667,689
41,-115.6502,30.08817,128
41,-114.708333,29.725,550
41,-115.141667,30.141667,726
41,-114.575,29.591667,860
41,-114.30963,27.33733,341
41,-114.791667,27.725,35
41,-114.61,27.54,334
41,-114.68,27.68,196
41,-114.7833,27.71667,45
41,-114.541667,27.541667,468
41,-113.058333,26.958333,8
41,-112.568896,29.81849,213
41,-113.575,29.475,20
41,-113.5667,29.46667,235
41,-114.758333,30.008333,608
41,-115.5525,30.053333,319
41,-114.068333,29.016944,371
41,-114.60782,29.6294,716
41,-114.691667,29.741667,736
41,-113.641667,28.775,715
41,-114.071362,29.069785,424
41,-114.808333,29.975,696
41,-114.18921,29.265479,559
41,-115.555257,30.043715,276
41,-114.029037,28.92556,303
41,-115.211111,29.977778,482
41,-114.147455,29.137698,453
41,-113.658333,28.358333,728
41,-114.206685,28.742062,61
41,-116.806419,32.056814,272
41,-114.391667,29.391667,770
41,-115.233333,29.583333,67
41,-115.193222,29.972067,490
41,-115.433333,30.05,485
41,-114.12,29.06,369
41,-114.148009,29.137393,461
41,-115.1848,29.62974,292
41,-113.7575,28.785556,488
41,-115.393833,31.20225,429
41,-116.55,32,450
41,-115.45,32.07,13
41,-115.2,29.62,176
41,-115.43,30.07,519
41,-114.22,29.28,545
41,-114.15,28.95,208
41,-115.68333,31.6,1175
41,-113.6333,28.76667,870
41,-115.2111,29.97778,482
41,-114.3833,29.38333,668
41,-113.65,28.35,654
41,-114.6833,29.73333,568
41,-114.8,29.96667,689
41,-115.6502,30.08817,128
41,-114.708333,29.725,550
41,-115.141667,30.141667,726
41,-114.575,29.591667,860
41,-114.30963,27.33733,341
41,-114.791667,27.725,35
41,-114.61,27.54,334
41,-114.68,27.68,196
41,-114.7833,27.71667,45
41,-114.541667,27.541667,468
41,-113.058333,26.958333,8
41,-112.568896,29.81849,213
41,-113.575,29.475,20
41,-113.5667,29.46667,235
41,-100.55,26.55,682
41,-99.926,24.113,1539
41,-99.4431,23.5843,910
41,-100.55,26.55,682
41,-99.926,24.113,1539
41,-99.4431,23.5843,910
41,-104.367381,28.0272,1612
41,-104.716667,27.2,1783
41,-105.111586,28.742033,1391
41,-105.15,28.78333,1713
41,-101.308333,25.058333,2056
41,-101.633333,25.908333,1855
41,-101.351667,26.854167,1113
41,-103.008333,26.658333,1618
41,-102.133333,26.975,873
41,-101.855,28.310833,1250
41,-102.75,29.191667,1730
41,-102.447064,26.999469,1876
41,-102.406944,27.109722,1377
41,-101.37,26.34,1180
41,-101.039422,25.344028,1796
41,-101.3,25.05,2023
41,-102.33,29.3,1120
41,-101.3,25.05,2023
41,-101.541667,25.975,1967
41,-101.095987,25.428461,2019
41,-100.14328,25.10226,1175
41,-100.0026,24.062,1985
41,-99.926,24.113,1539
41,-99.846389,23.949439,1699
41,-99.926,24.113,1539
41,-99.926,24.113,1539
41,-100.691111,25.144167,1965
41,-99.9604,23.751208,1532
41,-99.54,25.72,179
41,-99.8029,24.01225,1374
41,-99.866219,24.117867,1275
41,-99.98635,24.14722,1918
41,-99.51024,24.08218,790
41,-99.54,24.07113,611
41,-101.423889,22.412778,2227
41,-101.393889,24.348333,1856
41,-104.367381,28.0272,1612
41,-104.716667,27.2,1783
41,-105.111586,28.742033,1391
41,-105.15,28.78333,1713
41,-101.308333,25.058333,2056
41,-101.633333,25.908333,1855
41,-101.351667,26.854167,1113
41,-103.008333,26.658333,1618
41,-102.133333,26.975,873
41,-101.855,28.310833,1250
41,-102.75,29.191667,1730
41,-102.447064,26.999469,1876
41,-102.406944,27.109722,1377
41,-101.37,26.34,1180
41,-101.039422,25.344028,1796
41,-101.3,25.05,2023
41,-102.33,29.3,1120
41,-101.3,25.05,2023
41,-101.541667,25.975,1967
41,-101.095987,25.428461,2019
41,-100.14328,25.10226,1175
41,-100.0026,24.062,1985
41,-99.926,24.113,1539
41,-99.846389,23.949439,1699
41,-99.926,24.113,1539
41,-99.926,24.113,1539
41,-100.691111,25.144167,1965
41,-99.9604,23.751208,1532
41,-99.54,25.72,179
41,-99.8029,24.01225,1374
41,-99.866219,24.117867,1275
41,-99.98635,24.14722,1918
41,-99.51024,24.08218,790
41,-99.54,24.07113,611
41,-101.423889,22.412778,2227
41,-101.393889,24.348333,1856
41,-112.375,30.375,628
41,-112.3667,30.36667,779
41,-109.256139,30.676111,1155
41,-112.375,30.375,628
41,-112.3667,30.36667,779
41,-109.256139,30.676111,1155
41,-99.29424,23.613933,879
41,-99.29424,23.613933,879
41,-115.193222,29.972067,490
41,-116.525,32.091667,638
41,-115.193222,29.972067,490
41,-116.525,32.091667,638
41,-116.591667,31.558333,65
41,-115.32,30.05,532
41,-116.5833,31.55,94
41,-116.591667,31.558333,65
41,-116.591667,31.558333,65
41,-115.32,30.05,532
41,-116.5833,31.55,94
41,-116.591667,31.558333,65
159,-116.57083,32.35917,442
159,-110.225,23.541667,124
159,-110.708333,24.791667,455
159,-110.283333,24.25,143
159,-110.216667,23.432906,29
159,-110.2,23.43,65
159,-110.733306,24.833306,546
159,-109.797239,22.965429,22
159,-110.033278,23.016611,164
159,-110.199861,23.400056,21
159,-109.802443,22.960741,13
159,-110.318857,24.289827,15
159,-110.125,23.208333,56
159,-110.125,23.208333,56
159,-110.191667,23.658333,300
159,-110.325,24.275,17
159,-110.125,23.208333,56
159,-110.125,23.258333,124
159,-110.808333,24.825,415
159,-110.675,24.791667,108
159,-110.291667,24.258333,50
159,-109.658333,23.141667,116
159,-110.391667,24.575,195
