División,clase,orden,familia,Hierba,Color,longitud,latitud,tipovegetacionmapa,altitudmapa
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.059722,24.959444,Matorral Submontano,1122
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.14083,25.04425,Matorral Submontano,1133
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.373,24.217,Matorral Desertico Microfilo,1748
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.53,21.03,Matorral Submontano,871
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-110.041667,23.175,Matorral Sarcocaule,397
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.17411,28.36503,Matorral Desertico Microfilo,1277
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.862222,28.618611,Matorral Desertico Rosetofilo,1997
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-106.008333,31.275,Matorral Desertico Rosetofilo,1262
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-106.008333,31.275,Matorral Desertico Rosetofilo,1262
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.733333,28.9,Matorral Desertico Microfilo,1313
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-104.534839,26.876144,Matorral Desertico Rosetofilo,1389
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.533333,28.916667,Matorral Desertico Rosetofilo,1508
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.314561,27.038064,Matorral Desertico Rosetofilo,1863
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.73,28.9,Matorral Desertico Microfilo,1269
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.887639,28.582806,Matorral Desertico Rosetofilo,1814
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.314264,27.037588,Matorral Desertico Rosetofilo,1862
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.342583,25.759167,Matorral Desertico Microfilo,1065
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-102.833333,26.183333,Matorral Desertico Rosetofilo,1513
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.855,28.310833,Matorral Submontano,1250
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.554722,27.4325,Matorral Desertico Rosetofilo,1445
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.37,26.34,Matorral Desertico Rosetofilo,1180
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.222978,25.111067,Matorral Desertico Rosetofilo,1829
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.753056,28.151111,Matorral Espinoso Tamaulipeco,562
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.05,28.875,Matorral Desertico Rosetofilo,1069
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.329719,26.796389,Bosque de Encino,981
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-104.597056,25.463194,Matorral Desertico Rosetofilo,1894
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.776,26.632,Matorral Desertico Rosetofilo,1136
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.736006,26.658889,Matorral Desertico Rosetofilo,1191
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-104.258333,23.841667,Pastizal Natural,1730
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-104.591667,25.425,Matorral Desertico Microfilo,1691
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.055556,21.298611,Matorral Submontano,1354
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.333333,20.583333,Matorral Crasicaule,1613
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.0925,24.982222,Matorral Submontano,1014
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.0925,24.982222,Matorral Submontano,1014
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.045778,24.927833,Matorral Submontano,1709
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.171389,26.383611,Matorral Submontano,707
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.913611,24.102222,Matorral Desertico Rosetofilo,1466
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.381969,25.535225,Matorral Submontano,887
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.381944,25.535278,Matorral Submontano,887
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.644207,25.82168,Matorral Desertico Microfilo,806
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.523121,25.849897,Matorral Submontano,1151
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.461946,25.588898,Matorral Submontano,945
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.725694,25.653097,Matorral Desertico Rosetofilo,1133
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.21,25.56,Matorral Submontano,926
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.067215,24.963149,Matorral Submontano,1127
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-97.055361,18.012889,Matorral Crasicaule,708
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-97.170926,18.153023,Matorral Crasicaule,908
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-97.470833,18.305,Matorral Crasicaule,1806
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.85,21.08,Matorral Submontano,1576
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.845,21.08472,Matorral Submontano,1493
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.461944,20.507167,Matorral Crasicaule,1945
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.908333,20.775,Matorral Crasicaule,1962
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.612778,21.040833,Matorral Submontano,1094
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.511944,21.009167,Matorral Submontano,1008
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.347778,22.185278,Mezquital,1309
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.0025,24.582222,Matorral Submontano,640
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.875,23.541667,Matorral Desertico Rosetofilo,1655
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-102.29129,25.06137,Matorral Desertico Rosetofilo,1300
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-104.2953,28.8062,Matorral Desertico Rosetofilo,1952
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-115.58,31.3,Matorral Desertico Microfilo,1158
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.1,25.21,Bosque de Pino-Encino,887
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.210944,25.567833,Bosque de Encino,1083
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.1662,25.514883,Bosque de Encino,1183
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.164444,25.349444,Bosque de Encino,887
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100,25.6667,Matorral Submontano,314
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.210964,25.567861,Bosque de Encino,1083
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.21,25.56,Matorral Submontano,926
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.2,25.625833,Matorral Submontano,710
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.2,25.625833,Matorral Submontano,710
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.21,25.56,Matorral Submontano,926
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.21,25.56,Matorral Submontano,926
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.211,25.5679,Bosque de Encino,1089
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.305,23.666667,Bosque de Encino,805
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.055556,21.298611,Matorral Submontano,1354
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.055556,21.298611,Matorral Submontano,1354
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.055556,21.298611,Matorral Submontano,1354
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.341667,20.591667,Matorral Crasicaule,1748
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.55,25.15,Matorral Espinoso Tamaulipeco,300
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.16,25.374,Bosque de Encino,610
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.16,25.373889,Bosque de Encino,610
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-97.558056,18.280611,Matorral Crasicaule,1724
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.906111,20.792778,Matorral Crasicaule,1883
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.859167,20.771111,Matorral Crasicaule,2162
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.612778,21.040833,Matorral Submontano,1094
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.77,20.823333,Matorral Crasicaule,2662
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.28,23.593,Matorral Submontano,1102
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.4431,23.5843,Bosque de Encino,910
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.4431,23.5843,Bosque de Encino,910
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.45451,23.56241,Bosque de Encino,1001
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99,25,Mezquital,170
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.773056,24.576667,Matorral Desertico Rosetofilo,1871
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.4,24.614722,Matorral Desertico Rosetofilo,2107
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.314561,27.038064,Matorral Desertico Rosetofilo,1863
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103,25,Matorral Desertico Microfilo,1531
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.13391,25.1303,Matorral Submontano,1216
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100,25.6667,Matorral Submontano,314
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.866219,24.117867,Matorral Desertico Rosetofilo,1275
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.709167,25.721944,Matorral Desertico Rosetofilo,928
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.54,24.07113,Matorral Submontano,611
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.862222,28.618611,Matorral Desertico Rosetofilo,1997
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.862222,28.618611,Matorral Desertico Rosetofilo,1997
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.862222,28.618611,Matorral Desertico Rosetofilo,1997
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.862222,28.618611,Matorral Desertico Rosetofilo,1997
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.862222,28.618611,Matorral Desertico Rosetofilo,1997
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.111586,28.742033,Matorral Desertico Rosetofilo,1391
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.84,28.640556,Matorral Desertico Rosetofilo,1500
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.84,28.640556,Matorral Desertico Rosetofilo,1500
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.84,28.640556,Matorral Desertico Rosetofilo,1500
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.84,28.640556,Matorral Desertico Rosetofilo,1500
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.78,27.19,Matorral Desertico Rosetofilo,1758
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.78,27.19,Matorral Desertico Rosetofilo,1758
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.77325,25.615972,Matorral Desertico Rosetofilo,1505
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.297222,26.793056,Bosque de Encino,1376
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.033333,27.083333,Matorral Desertico Rosetofilo,548
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.904672,27.626908,Chaparral,2399
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.291667,26.813889,Matorral Desertico Rosetofilo,1091
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-102.807511,26.244989,Matorral Desertico Rosetofilo,940
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.25,26.308333,Bosque de Encino-Pino,1935
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-102.816667,29.208333,Matorral Desertico Rosetofilo,1713
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.297222,26.793056,Bosque de Encino,1376
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.753611,28.151111,Matorral Espinoso Tamaulipeco,565
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.904672,27.626908,Chaparral,2399
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.6,26.091667,Chaparral,2035
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-104.597056,25.463194,Matorral Desertico Rosetofilo,1894
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-104.591667,25.425,Matorral Desertico Microfilo,1691
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.893056,24.666111,Matorral Submontano,1457
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.913611,24.102222,Matorral Desertico Rosetofilo,1466
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.996111,24.246667,Matorral Desertico Rosetofilo,2081
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.893056,24.666111,Matorral Submontano,1457
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.0925,24.954722,Matorral Submontano,1117
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.810556,24.164167,Matorral Desertico Rosetofilo,1101
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.0925,24.982222,Matorral Submontano,1014
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.071833,24.862167,Matorral Submontano,2263
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.0925,24.982222,Matorral Submontano,1014
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.150278,26.389167,Matorral Espinoso Tamaulipeco,438
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.893056,24.666111,Matorral Submontano,1457
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.799528,24.584583,Matorral Submontano,934
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.16,25.374,Bosque de Encino,610
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.16,25.374,Bosque de Encino,610
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.162656,25.365392,Bosque de Encino,715
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.16,25.374,Bosque de Encino,610
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.162656,25.365392,Bosque de Encino,715
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.16,25.373889,Bosque de Encino,610
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.162778,25.365278,Bosque de Encino,715
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.16,25.373889,Bosque de Encino,610
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.162778,25.365278,Bosque de Encino,715
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.16,25.373889,Bosque de Encino,610
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.066592,24.928958,Matorral Submontano,1327
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.803705,24.582331,Matorral Submontano,984
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.818917,24.624222,Matorral Submontano,1176
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.726944,25.710833,Matorral Submontano,360
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.731,20.932083,Matorral Desertico Rosetofilo,1548
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.677461,23.26865,Matorral Submontano,1749
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.425,23.341667,Matorral Submontano,861
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.681667,21.0725,Matorral Submontano,1873
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.533333,20.835,Matorral Crasicaule,1714
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-106.499028,31.296472,Vegetacion de Desiertos Arenosos,1302
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-106.499025,31.296461,Vegetacion de Desiertos Arenosos,1302
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-104.131894,29.199339,Bosque de Pino-Encino,1449
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-106.175847,28.795183,Pastizal Natural,1518
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-103.7,27.966667,Matorral Desertico Rosetofilo,1949
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.355,21.268333,Pastizal Natural,1973
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-109.44,30.65,Pastizal Natural,972
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-111.14,28.03,Matorral Sarcocaule,96
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-110.55,30.37,Pastizal Natural,1000
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-109.555556,29.834722,Mezquital,779
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-110.555833,30.385278,Pastizal Natural,976
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-109.440556,30.648889,Pastizal Natural,923
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-109.377778,30.44,Pastizal Natural,812
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-111.137222,28.0325,Matorral Sarcocaule,110
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-102.348333,22.584444,Pastizal Natural,2246
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.516667,20.983333,Bosque de Pino-Encino,1542
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.77159,20.57308,Matorral Crasicaule,1924
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-101.166658,23.30734,Matorral Desertico Rosetofilo,2319
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.439708,20.513719,Matorral Crasicaule,1849
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.441667,23.308333,Bosque de Encino,1048
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-98.608333,20.508333,Bosque de Encino,1531
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.92,21.148056,Bosque de Encino,1837
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.612778,21.040833,Matorral Submontano,1094
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-105.533333,28.916667,Matorral Desertico Rosetofilo,1508
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-102.376389,27.136111,Matorral Desertico Rosetofilo,1157
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-102.391667,27.0125,Matorral Desertico Rosetofilo,1959
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.893056,24.666111,Matorral Submontano,1457
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.1411,25.0444,Matorral Submontano,1103
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.53925,25.098417,Matorral Desertico Rosetofilo,2090
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-99.893056,24.666111,Matorral Submontano,1457
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.160278,26.3875,Matorral Submontano,674
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.53925,25.098417,Matorral Desertico Rosetofilo,2090
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.325,24.875,Matorral Desertico Rosetofilo,1992
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.633333,25.15,Matorral Desertico Microfilo,2034
Pteridophyta,Lycopodiopsida,Selaginellales,Selaginellaceae,Hierba,Blanco a rosa,-100.316667,24.866667,Matorral Desertico Rosetofilo,2005
