ID,pais,estado,municipio,longitud,latitud,altitudmapa,zonamapa
134296,MEXICO,CHIHUAHUA,ALDAMA,-105.63,29.06,1279,CONTINENTAL
83872,MEXICO,0,0,-110.4,24.48,45,ISLA
90851,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.76,29.78,626,CONTINENTAL
129751,MEXICO,TAMAULIPAS,SAN CARLOS,-98.99,24.83,537,CONTINENTAL
138220,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.21,23.43,27,CONTINENTAL
77307,MEXICO,NUEVO LEON,GALEANA,-100.31,24.48,1858,CONTINENTAL
117634,MEXICO,TAMAULIPAS,CAMARGO,-98.76,26.14,56,CONTINENTAL
1920,MEXICO,PUEBLA,ZAPOTITLAN,-97.53,18.29,1649,CONTINENTAL
122675,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.73,29.73,546,CONTINENTAL
97133,MEXICO,SONORA,CABORCA,-112.32,30.32,915,CONTINENTAL
123835,MEXICO,SONORA,PITIQUITO,-112.64,29.84,48,CONTINENTAL
94028,MEXICO,TAMAULIPAS,JAUMAVE,-99.44,23.58,910,CONTINENTAL
124267,MEXICO,HIDALGO,SAN SALVADOR,-99.01,20.18,2285,CONTINENTAL
130398,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.49,30.76,1454,CONTINENTAL
31,MEXICO,SONORA,GUAYMAS,-111.18,28.05,37,CONTINENTAL
124657,MEXICO,0,0,-115.26,28.29,38,ISLA
78641,MEXICO,SONORA,AGUA PRIETA,-109.27,31.33,1132,CONTINENTAL
8103,MEXICO,NUEVO LEON,ARAMBERRI,-99.87,24.12,1275,CONTINENTAL
84774,MEXICO,SAN LUIS POTOSI,MATEHUALA,-100.55,23.68,1662,CONTINENTAL
44692,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.76,32.08,256,CONTINENTAL
134139,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-112.61,27.44,633,CONTINENTAL
43820,MEXICO,HIDALGO,AJACUBA,-99.06,20.13,2137,CONTINENTAL
44210,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.16,31.19,167,CONTINENTAL
118468,MEXICO,DURANGO,RODEO,-104.58,25.1,1401,CONTINENTAL
111536,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-112.94,27.07,91,CONTINENTAL
103298,MEXICO,MEXICO,TEPOTZOTLAN,-99.24,19.75,2483,CONTINENTAL
86191,MEXICO,BAJA CALIFORNIA,MEXICALI,-115.24,31.31,526,CONTINENTAL
107504,MEXICO,COAHUILA DE ZARAGOZA,SALTILLO,-101.2,25.42,1655,CONTINENTAL
93190,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.71,24.38,11,ISLA
134087,MEXICO,BAJA CALIFORNIA,MEXICALI,-115.35,31.05,1265,CONTINENTAL
94559,MEXICO,0,0,-112.83,28.63,63,ISLA
99455,MEXICO,COAHUILA DE ZARAGOZA,PARRAS,-102.82,25.57,1119,CONTINENTAL
109511,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.84,26.36,237,CONTINENTAL
116821,MEXICO,BAJA CALIFORNIA,ENSENADA,-113.72,28.98,293,CONTINENTAL
122614,MEXICO,COAHUILA DE ZARAGOZA,OCAMPO,-102.42,27.13,1284,CONTINENTAL
81679,MEXICO,PUEBLA,ZAPOTITLAN,-97.56,18.28,1691,CONTINENTAL
92644,MEXICO,QUERETARO,CADEREYTA DE MONTES,-99.73,20.84,2019,CONTINENTAL
4125,MEXICO,COAHUILA DE ZARAGOZA,SIERRA MOJADA,-103.63,27.27,1328,CONTINENTAL
99622,MEXICO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,-102.47,26.95,1138,CONTINENTAL
95471,MEXICO,PUEBLA,CALTEPEC,-97.46,18.19,2087,CONTINENTAL
9984,MEXICO,PUEBLA,CALTEPEC,-97.47,18.17,2212,CONTINENTAL
77687,MEXICO,HIDALGO,PACHUCA DE SOTO,-98.78,20.12,2455,CONTINENTAL
82546,MEXICO,PUEBLA,CALTEPEC,-97.51,18.24,1967,CONTINENTAL
300,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.72,29.73,558,CONTINENTAL
341,MEXICO,COAHUILA DE ZARAGOZA,MUZQUIZ,-101.89,28.52,718,CONTINENTAL
6244,MEXICO,PUEBLA,ZAPOTITLAN,-97.46,18.34,1647,CONTINENTAL
124878,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.26,30.09,539,CONTINENTAL
101938,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.48,26.51,78,CONTINENTAL
73883,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-113.03,26.83,21,CONTINENTAL
116307,MEXICO,0,0,-112.4,29,155,ISLA
7322,MEXICO,NUEVO LEON,MINA,-100.45,26.04,739,CONTINENTAL
106286,MEXICO,NUEVO LEON,DOCTOR ARROYO,-99.97,23.83,1799,CONTINENTAL
115540,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.77,29.77,607,CONTINENTAL
74009,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.46,30.81,1918,CONTINENTAL
75673,MEXICO,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,-103,26.33,1764,CONTINENTAL
123750,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.78,30.25,114,CONTINENTAL
73658,MEXICO,0,0,-113.33,29.23,314,ISLA
80270,MEXICO,CHIHUAHUA,JUAREZ,-106.47,31.45,1234,CONTINENTAL
114133,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.06,28.49,13,CONTINENTAL
96914,MEXICO,QUERETARO,QUERETARO,-100.43,20.71,1968,CONTINENTAL
120238,MEXICO,BAJA CALIFORNIA SUR,LOS CABOS,-109.73,23.49,157,CONTINENTAL
140297,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.39,29.59,303,CONTINENTAL
6238,MEXICO,PUEBLA,TEHUACAN,-97.46,18.44,1919,CONTINENTAL
75402,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.68,31.56,81,CONTINENTAL
133749,MEXICO,TAMAULIPAS,SAN NICOLAS,-98.91,24.72,743,CONTINENTAL
119350,MEXICO,HIDALGO,AJACUBA,-99.13,20.18,2315,CONTINENTAL
89286,MEXICO,NUEVO LEON,MIER Y NORIEGA,-100.28,23.39,1873,CONTINENTAL
85363,MEXICO,DURANGO,MAPIMI,-104.32,26.38,1278,CONTINENTAL
84598,MEXICO,DURANGO,MAPIMI,-104.5,26.34,1387,CONTINENTAL
138241,MEXICO,BAJA CALIFORNIA SUR,LORETO,-110.95,25.27,8,CONTINENTAL
127555,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.78,29.78,619,CONTINENTAL
89771,MEXICO,OAXACA,SANTIAGO CHAZUMBA,-97.66,18.2,1962,CONTINENTAL
125022,MEXICO,VERACRUZ DE IGNACIO DE LA LLAVE,PEROTE,-97.27,19.47,2599,CONTINENTAL
137228,MEXICO,NUEVO LEON,SANTIAGO,-100.16,25.37,715,CONTINENTAL
133856,MEXICO,PUEBLA,ZAPOTITLAN,-97.53,18.32,1552,CONTINENTAL
128249,MEXICO,ZACATECAS,MAZAPIL,-102.17,24.56,2713,CONTINENTAL
81942,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.54,25.87,484,CONTINENTAL
83703,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.56,31.58,110,CONTINENTAL
77768,MEXICO,SONORA,AGUA PRIETA,-109.63,31.24,1293,CONTINENTAL
141488,MEXICO,CHIHUAHUA,JIMENEZ,-104.3,26.71,1223,CONTINENTAL
90269,MEXICO,NUEVO LEON,MIER Y NORIEGA,-100.31,23.29,1786,CONTINENTAL
123763,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-114.68,27.63,282,CONTINENTAL
90089,MEXICO,GUANAJUATO,ATARJEA,-99.83,21.16,2242,CONTINENTAL
127532,MEXICO,0,0,-115.19,28.2,313,ISLA
75103,MEXICO,SONORA,AGUA PRIETA,-109.53,31.15,1108,CONTINENTAL
109828,MEXICO,TAMAULIPAS,SAN NICOLAS,-98.69,24.56,745,CONTINENTAL
90082,MEXICO,GUANAJUATO,SAN LUIS DE LA PAZ,-100.56,21.16,2165,CONTINENTAL
118730,MEXICO,TAMAULIPAS,JAUMAVE,-99.34,23.58,668,CONTINENTAL
103313,MEXICO,PUEBLA,CALTEPEC,-97.46,18.19,2087,CONTINENTAL
111861,MEXICO,0,0,-110.63,24.92,4,ISLA
76719,MEXICO,COAHUILA DE ZARAGOZA,CASTAÑOS,-101.25,26.31,1935,CONTINENTAL
849,MEXICO,NUEVO LEON,ARAMBERRI,-99.93,24.11,1539,CONTINENTAL
92170,MEXICO,COAHUILA DE ZARAGOZA,ESCOBEDO,-101.23,27.21,384,CONTINENTAL
119259,MEXICO,SONORA,EMPALME,-110.58,27.89,9,CONTINENTAL
7447,MEXICO,COAHUILA DE ZARAGOZA,TORREON,-103.2,25.18,1722,CONTINENTAL
130130,MEXICO,NUEVO LEON,GALEANA,-100.36,24.67,2108,CONTINENTAL
125924,MEXICO,TAMAULIPAS,BUSTAMANTE,-99.67,23.33,1816,CONTINENTAL
87579,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.69,30.34,268,CONTINENTAL
9800,MEXICO,TAMAULIPAS,TULA,-100.01,22.93,1213,CONTINENTAL
98236,MEXICO,BAJA CALIFORNIA,ENSENADA,-113.75,28.75,504,CONTINENTAL
133102,MEXICO,PUEBLA,COXCATLAN,-97.16,18.24,1071,CONTINENTAL
2542,MEXICO,SONORA,HERMOSILLO,-111.96,28.84,9,CONTINENTAL
105943,MEXICO,PUEBLA,ESPERANZA,-97.39,18.84,2421,CONTINENTAL
123529,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.55,26.14,269,CONTINENTAL
120709,MEXICO,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,-103.08,26.6,1382,CONTINENTAL
76108,MEXICO,GUANAJUATO,XICHU,-100.03,21.34,1146,CONTINENTAL
75520,MEXICO,NUEVO LEON,GARCIA,-100.79,25.93,745,CONTINENTAL
123682,MEXICO,SONORA,GUAYMAS,-111.01,28.21,82,CONTINENTAL
135414,MEXICO,PUEBLA,CALTEPEC,-97.63,18.19,1859,CONTINENTAL
131945,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.88,31.97,1695,CONTINENTAL
123967,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.63,31.56,100,CONTINENTAL
96986,MEXICO,CHIHUAHUA,COYAME DEL SOTOL,-105.02,30.01,1202,CONTINENTAL
8513,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.63,25.64,193,CONTINENTAL
131137,MEXICO,COAHUILA DE ZARAGOZA,PARRAS,-101.76,24.91,1884,CONTINENTAL
136226,MEXICO,BAJA CALIFORNIA,ENSENADA,-113.51,28.89,6,MARINA_COSTERA
92321,MEXICO,NUEVO LEON,GALEANA,-100.32,24.87,2005,CONTINENTAL
85223,MEXICO,TAMAULIPAS,CASAS,-98.78,23.43,239,CONTINENTAL
75916,MEXICO,BAJA CALIFORNIA,ENSENADA,-113.46,28.69,301,CONTINENTAL
105648,MEXICO,GUANAJUATO,XICHU,-100.05,21.31,1310,CONTINENTAL
121238,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.13,29.72,318,CONTINENTAL
125874,MEXICO,CHIHUAHUA,ALDAMA,-105.53,28.92,1508,CONTINENTAL
99656,MEXICO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,-102.15,26.63,1089,CONTINENTAL
76886,MEXICO,SONORA,CUCURPE,-110.54,30.36,974,CONTINENTAL
88343,MEXICO,PUEBLA,ZAPOTITLAN,-97.5,18.22,1953,CONTINENTAL
5674,MEXICO,PUEBLA,SAN JOSE MIAHUATLAN,-97.19,18.18,1013,CONTINENTAL
98100,MEXICO,NUEVO LEON,VALLECILLO,-100.02,26.63,309,CONTINENTAL
1009,MEXICO,0,0,-111.3,26.1,,MAR_TERRITORIAL
92112,MEXICO,NUEVO LEON,GARCIA,-100.71,25.91,672,CONTINENTAL
115211,MEXICO,COAHUILA DE ZARAGOZA,OCAMPO,-103.37,28.88,723,CONTINENTAL
87122,MEXICO,SONORA,CABORCA,-112.3,30.32,568,CONTINENTAL
135596,MEXICO,PUEBLA,ATEXCAL,-97.65,18.44,2212,CONTINENTAL
82893,MEXICO,DURANGO,TLAHUALILO,-103.63,26.65,1196,CONTINENTAL
120447,MEXICO,GUANAJUATO,XICHU,-100.06,21.28,1536,CONTINENTAL
395,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-113.08,27.64,645,CONTINENTAL
92148,MEXICO,CHIHUAHUA,OJINAGA,-104.41,29.48,845,CONTINENTAL
99130,MEXICO,NUEVO LEON,GALEANA,-100.58,24.69,1921,CONTINENTAL
129186,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.27,24.21,94,CONTINENTAL
85823,MEXICO,PUEBLA,ZAPOTITLAN,-97.5,18.35,1819,CONTINENTAL
122308,MEXICO,SONORA,GUAYMAS,-111.05,28.05,310,CONTINENTAL
131325,MEXICO,COAHUILA DE ZARAGOZA,GENERAL CEPEDA,-101.47,25.75,1454,CONTINENTAL
115666,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.8,24.6,6,CONTINENTAL
89232,MEXICO,COAHUILA DE ZARAGOZA,PARRAS,-102.12,25.45,1530,CONTINENTAL
119984,MEXICO,TAMAULIPAS,HIDALGO,-99.54,24.06,803,CONTINENTAL
74103,MEXICO,SONORA,IMURIS,-110.87,30.72,925,CONTINENTAL
7839,MEXICO,HIDALGO,ZIMAPAN,-99.34,20.6,1815,CONTINENTAL
73902,MEXICO,SONORA,PITIQUITO,-112.64,29.85,33,CONTINENTAL
109813,MEXICO,QUERETARO,PEÑAMILLER,-99.85,21.07,1588,CONTINENTAL
108214,MEXICO,TAMAULIPAS,JAUMAVE,-99.44,23.58,910,CONTINENTAL
88172,MEXICO,TAMAULIPAS,BUSTAMANTE,-100.07,23.26,1628,CONTINENTAL
139456,MEXICO,BAJA CALIFORNIA,ENSENADA,-113.69,28.96,342,CONTINENTAL
4879,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.23,29.58,67,CONTINENTAL
98131,MEXICO,PUEBLA,ZAPOTITLAN,-97.48,18.3,1518,CONTINENTAL
2086,MEXICO,SONORA,ALTAR,-111.99,31.2,712,CONTINENTAL
140798,MEXICO,SONORA,CUCURPE,-110.64,30.31,983,CONTINENTAL
130211,MEXICO,SAN LUIS POTOSI,CIUDAD DEL MAIZ,-99.98,22.46,1219,CONTINENTAL
5972,MEXICO,SONORA,EMPALME,-110.67,27.92,19,CONTINENTAL
122683,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-111.99,27.09,11,CONTINENTAL
108492,MEXICO,COAHUILA DE ZARAGOZA,PARRAS,-102.27,25.27,1186,CONTINENTAL
760,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-114.79,27.73,35,CONTINENTAL
3520,MEXICO,PUEBLA,ZAPOTITLAN,-97.55,18.24,1884,CONTINENTAL
105957,MEXICO,PUEBLA,NICOLAS BRAVO,-97.32,18.63,2548,CONTINENTAL
93360,MEXICO,SONORA,CUCURPE,-110.64,30.47,1064,CONTINENTAL
99014,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.09,24.21,8,CONTINENTAL
123011,MEXICO,ZACATECAS,MELCHOR OCAMPO,-101.61,24.82,1949,CONTINENTAL
115753,MEXICO,0,0,-112.41,28.84,63,ISLA
100815,MEXICO,COAHUILA DE ZARAGOZA,ACUÑA,-102.75,29.19,1730,CONTINENTAL
132522,MEXICO,SAN LUIS POTOSI,SAN LUIS POTOSI,-101.05,22.49,1740,CONTINENTAL
95348,MEXICO,ZACATECAS,CONCEPCION DEL ORO,-101.39,24.35,1856,CONTINENTAL
96425,MEXICO,COAHUILA DE ZARAGOZA,ZARAGOZA,-101.57,28.53,647,CONTINENTAL
5090,MEXICO,PUEBLA,SAN JOSE MIAHUATLAN,-97.24,18.26,1052,CONTINENTAL
140204,MEXICO,TAMAULIPAS,VICTORIA,-99.19,23.69,542,CONTINENTAL
96612,MEXICO,0,0,-110.38,24.49,12,ISLA
110819,MEXICO,ZACATECAS,MAZAPIL,-102.47,24.37,1830,CONTINENTAL
83690,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.08,31.92,1247,CONTINENTAL
116838,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.53,30.77,1046,CONTINENTAL
79066,MEXICO,SONORA,ARIZPE,-110.21,30.42,1147,CONTINENTAL
122150,MEXICO,PUEBLA,COXCATLAN,-97.16,18.31,1224,CONTINENTAL
107317,MEXICO,QUERETARO,PEÑAMILLER,-99.76,21.07,1831,CONTINENTAL
44992,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.47,31.36,75,CONTINENTAL
96383,MEXICO,COAHUILA DE ZARAGOZA,PARRAS,-102.25,25.47,1543,CONTINENTAL
125077,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-113.09,27.59,1107,CONTINENTAL
77814,MEXICO,QUERETARO,PEÑAMILLER,-99.85,21.08,1493,CONTINENTAL
80255,MEXICO,CHIHUAHUA,JUAREZ,-106.52,31.62,1314,CONTINENTAL
5798,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.08,28.63,94,CONTINENTAL
129807,MEXICO,SAN LUIS POTOSI,CEDRAL,-100.66,23.88,1789,CONTINENTAL
3248,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.77,26.12,539,CONTINENTAL
97689,MEXICO,HIDALGO,ZIMAPAN,-99.33,20.63,2006,CONTINENTAL
5434,MEXICO,COAHUILA DE ZARAGOZA,CASTAÑOS,-101.37,26.34,1180,CONTINENTAL
118433,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.52,25.83,392,CONTINENTAL
73540,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.63,29.83,1066,CONTINENTAL
114639,MEXICO,BAJA CALIFORNIA SUR,LOS CABOS,-109.74,23.24,197,CONTINENTAL
86669,MEXICO,PUEBLA,TEHUACAN,-97.42,18.42,1728,CONTINENTAL
100893,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.61,26.17,842,CONTINENTAL
1286,MEXICO,NUEVO LEON,ARAMBERRI,-100,24.25,2081,CONTINENTAL
4310,MEXICO,PUEBLA,CAÑADA MORELOS,-97.41,18.7,2387,CONTINENTAL
157,MEXICO,AGUASCALIENTES,PABELLON DE ARTEAGA,-102.35,22.08,1992,CONTINENTAL
118655,MEXICO,0,0,-112.43,28.81,16,ISLA
113919,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-112.01,26.91,228,CONTINENTAL
123081,MEXICO,NUEVO LEON,SANTA CATARINA,-100.36,25.48,1224,CONTINENTAL
128179,MEXICO,COAHUILA DE ZARAGOZA,VIESCA,-102.99,25.36,1107,CONTINENTAL
85,MEXICO,TAMAULIPAS,SAN FERNANDO,-97.76,24.55,9,CONTINENTAL
109581,MEXICO,SONORA,HERMOSILLO,-110.98,28.54,352,CONTINENTAL
139028,MEXICO,SINALOA,GUASAVE,-108.87,25.41,13,ISLA
10964,MEXICO,NUEVO LEON,GALEANA,-100.1,24.8,1943,CONTINENTAL
139223,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.8,24.6,6,CONTINENTAL
126324,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.15,28.95,208,CONTINENTAL
73177,MEXICO,SINALOA,NAVOLATO,-108.04,24.77,7,CONTINENTAL
9736,MEXICO,BAJA CALIFORNIA,MEXICALI,-115.58,32.04,112,CONTINENTAL
79277,MEXICO,SONORA,GUAYMAS,-111.07,28.1,251,CONTINENTAL
91862,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.48,23.64,4,CONTINENTAL
132964,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.84,24.49,9,ISLA
122825,MEXICO,ZACATECAS,MAZAPIL,-102.17,24.77,2307,CONTINENTAL
74110,MEXICO,COAHUILA DE ZARAGOZA,SIERRA MOJADA,-103.43,26.79,1064,CONTINENTAL
7925,MEXICO,CHIHUAHUA,JIMENEZ,-103.98,27.29,1730,CONTINENTAL
126105,MEXICO,TAMAULIPAS,JAUMAVE,-99.46,23.58,1250,CONTINENTAL
93196,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-112.98,27.51,1202,CONTINENTAL
136504,MEXICO,NUEVO LEON,SANTA CATARINA,-100.38,25.58,1617,CONTINENTAL
118266,MEXICO,0,0,-112.45,28.95,384,ISLA
129569,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.06,25.46,432,CONTINENTAL
85074,MEXICO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,-101.07,25.93,861,CONTINENTAL
107023,MEXICO,HIDALGO,AJACUBA,-99.03,20.16,2308,CONTINENTAL
105788,MEXICO,BAJA CALIFORNIA,ENSENADA,-115,30,583,CONTINENTAL
73694,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-114.15,27.86,6,CONTINENTAL
117837,MEXICO,TAMAULIPAS,HIDALGO,-99.61,24.24,617,CONTINENTAL
101805,MEXICO,PUEBLA,ZAPOTITLAN,-97.56,18.28,1724,CONTINENTAL
75830,MEXICO,COAHUILA DE ZARAGOZA,OCAMPO,-103.05,27.15,1066,CONTINENTAL
73341,MEXICO,CHIHUAHUA,CHIHUAHUA,-106.19,28.5,1607,CONTINENTAL
133907,MEXICO,COAHUILA DE ZARAGOZA,RAMOS ARIZPE,-101.6,26.09,2035,CONTINENTAL
86543,MEXICO,TAMAULIPAS,JAUMAVE,-99.28,23.43,1109,CONTINENTAL
94915,MEXICO,ZACATECAS,MAZAPIL,-102.33,24.39,1668,CONTINENTAL
10838,MEXICO,QUERETARO,CADEREYTA DE MONTES,-99.46,21.02,1017,CONTINENTAL
140922,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.33,31.89,684,CONTINENTAL
102170,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-112.6,27.48,1282,CONTINENTAL
102462,MEXICO,NUEVO LEON,SANTA CATARINA,-100.45,25.63,742,CONTINENTAL
120398,MEXICO,SONORA,GUAYMAS,-110.57,27.88,6,CONTINENTAL
72808,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.44,24.18,10,CONTINENTAL
86606,MEXICO,SAN LUIS POTOSI,GUADALCAZAR,-100.44,22.64,1925,CONTINENTAL
130787,MEXICO,SAN LUIS POTOSI,CHARCAS,-100.92,23.14,2416,CONTINENTAL
123753,MEXICO,BAJA CALIFORNIA,TIJUANA,-116.67,32.32,1205,CONTINENTAL
111388,MEXICO,SONORA,CABORCA,-112.28,30.69,235,CONTINENTAL
499,MEXICO,PUEBLA,TEHUACAN,-97.54,18.41,2175,CONTINENTAL
115109,MEXICO,CHIHUAHUA,COYAME DEL SOTOL,-104.8,29.53,922,CONTINENTAL
128006,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.33,31.19,9,CONTINENTAL
9076,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.39,25.84,687,CONTINENTAL
82428,MEXICO,PUEBLA,CHAPULCO,-97.47,18.62,2096,CONTINENTAL
73989,MEXICO,NUEVO LEON,MINA,-101.01,26.44,725,CONTINENTAL
6528,MEXICO,SONORA,BAVISPE,-108.94,30.44,1023,CONTINENTAL
74803,MEXICO,COAHUILA DE ZARAGOZA,OCAMPO,-102.99,28.43,966,CONTINENTAL
96524,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-112.06,25.58,11,CONTINENTAL
86292,MEXICO,PUEBLA,ZAPOTITLAN,-97.5,18.32,1514,CONTINENTAL
98258,MEXICO,SAN LUIS POTOSI,ALAQUINES,-99.65,22.2,1191,CONTINENTAL
103702,MEXICO,DURANGO,TLAHUALILO,-103.74,26.67,1224,CONTINENTAL
73969,MEXICO,COAHUILA DE ZARAGOZA,OCAMPO,-103.19,27.14,1100,CONTINENTAL
111790,MEXICO,SONORA,GUAYMAS,-111.05,27.98,31,CONTINENTAL
10474,MEXICO,MEXICO,HUEHUETOCA,-99.22,19.89,2339,CONTINENTAL
83705,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.19,29.28,549,CONTINENTAL
118640,MEXICO,SONORA,GUAYMAS,-110.97,28.54,355,CONTINENTAL
113707,MEXICO,HIDALGO,PACHUCA DE SOTO,-98.79,20.13,2492,CONTINENTAL
77945,MEXICO,SONORA,PITIQUITO,-112.65,29.87,20,CONTINENTAL
106020,MEXICO,COAHUILA DE ZARAGOZA,SALTILLO,-100.98,25.33,2204,CONTINENTAL
116690,MEXICO,SONORA,CABORCA,-112.25,30.7,249,CONTINENTAL
109469,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.03,25.21,162,CONTINENTAL
114124,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.55,30.05,319,CONTINENTAL
4616,MEXICO,PUEBLA,ZAPOTITLAN,-97.44,18.38,1552,CONTINENTAL
8290,MEXICO,NUEVO LEON,SANTIAGO,-100.16,25.37,610,CONTINENTAL
136411,MEXICO,0,0,-110.38,24.48,163,ISLA
99564,MEXICO,COAHUILA DE ZARAGOZA,ZARAGOZA,-100.91,28.73,331,CONTINENTAL
136981,MEXICO,VERACRUZ DE IGNACIO DE LA LLAVE,PEROTE,-97.43,19.59,2604,CONTINENTAL
120002,MEXICO,PUEBLA,SAN JOSE MIAHUATLAN,-97.23,18.24,1055,CONTINENTAL
119712,MEXICO,CHIHUAHUA,CHIHUAHUA,-105.88,28.4,1404,CONTINENTAL
141106,MEXICO,0,0,-109.92,24.27,68,ISLA
127025,MEXICO,0,0,-115.2,28.16,612,ISLA
44636,MEXICO,OAXACA,SANTA CATARINA ZAPOQUILA,-97.56,18.06,2373,CONTINENTAL
122843,MEXICO,COAHUILA DE ZARAGOZA,CASTAÑOS,-101.37,26.34,1180,CONTINENTAL
88728,MEXICO,GUANAJUATO,VALLE DE SANTIAGO,-101.21,20.4,1758,CONTINENTAL
140133,MEXICO,NUEVO LEON,BUSTAMANTE,-100.55,26.55,682,CONTINENTAL
140038,MEXICO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,-102.58,26.99,1232,CONTINENTAL
102223,MEXICO,BAJA CALIFORNIA SUR,LOS CABOS,-109.48,23.51,22,CONTINENTAL
95760,MEXICO,OAXACA,SAN ANTONIO NANAHUATIPAM,-97.19,18.16,972,CONTINENTAL
107802,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.61,29.63,716,CONTINENTAL
80579,MEXICO,0,0,-116.79,31.8,27,ISLA
101185,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.63,25.59,129,CONTINENTAL
96523,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.38,29.76,330,CONTINENTAL
107130,MEXICO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,-102.3,27,1999,CONTINENTAL
77427,MEXICO,COAHUILA DE ZARAGOZA,PARRAS,-102.4,25.4,1631,CONTINENTAL
77513,MEXICO,SONORA,GUAYMAS,-111.22,28.1,201,CONTINENTAL
140487,MEXICO,0,0,-113.18,29.03,69,ISLA
85545,MEXICO,SONORA,GENERAL PLUTARCO ELIAS CALLES,-112.94,31.83,422,CONTINENTAL
80549,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.81,30.29,17,CONTINENTAL
99512,MEXICO,QUERETARO,CADEREYTA DE MONTES,-99.86,20.77,2162,CONTINENTAL
138254,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.23,23.41,8,CONTINENTAL
94268,MEXICO,PUEBLA,ZAPOTITLAN,-97.44,18.26,2196,CONTINENTAL
101187,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-112.84,27.31,238,CONTINENTAL
