ID,pais,estado,municipio,longitud,latitud,altitudmapa,zonamapa
123147,MEXICO,NUEVO LEON,GALEANA,-100.77,24.57,1843,CONTINENTAL
127641,MEXICO,DURANGO,TLAHUALILO,-103.75,26.68,1186,CONTINENTAL
103071,MEXICO,PUEBLA,ZAPOTITLAN,-97.49,18.34,1609,CONTINENTAL
95344,MEXICO,ZACATECAS,GENARO CODINA,-102.45,22.48,2223,CONTINENTAL
98712,MEXICO,COAHUILA DE ZARAGOZA,OCAMPO,-103.3,27.59,1236,CONTINENTAL
93015,MEXICO,QUERETARO,PEÑAMILLER,-99.83,21.08,1449,CONTINENTAL
83215,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-112.68,27.14,593,CONTINENTAL
96213,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.04,28.46,13,CONTINENTAL
80136,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.15,31.85,791,CONTINENTAL
88832,MEXICO,HIDALGO,AJACUBA,-99.03,20.16,2308,CONTINENTAL
138703,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.78,29.79,644,CONTINENTAL
81069,MEXICO,BAJA CALIFORNIA SUR,LOS CABOS,-109.85,22.9,23,CONTINENTAL
140676,MEXICO,PUEBLA,ZAPOTITLAN,-97.49,18.33,1502,CONTINENTAL
122739,MEXICO,SONORA,PUERTO PEÑASCO,-113.72,31.54,17,CONTINENTAL
72630,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.13,29.33,995,CONTINENTAL
125166,MEXICO,PUEBLA,ZAPOTITLAN,-97.45,18.27,2429,CONTINENTAL
93841,MEXICO,NUEVO LEON,ITURBIDE,-99.89,24.67,1457,CONTINENTAL
9046,MEXICO,SONORA,GUAYMAS,-111.05,28.17,126,CONTINENTAL
128907,MEXICO,0,0,-115.22,28.37,326,ISLA
73358,MEXICO,COAHUILA DE ZARAGOZA,OCAMPO,-102.51,27.64,1364,CONTINENTAL
83532,MEXICO,BAJA CALIFORNIA,MEXICALI,-115.82,32.45,109,CONTINENTAL
114816,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-113.01,26.93,23,CONTINENTAL
139922,MEXICO,SONORA,HERMOSILLO,-111.9,28.86,6,CONTINENTAL
138052,MEXICO,CHIHUAHUA,ALDAMA,-105.52,28.93,1217,CONTINENTAL
122966,MEXICO,COAHUILA DE ZARAGOZA,ACUÑA,-102.66,29.72,741,CONTINENTAL
100636,MEXICO,0,0,-109.88,24.18,151,ISLA
112219,MEXICO,SONORA,NAVOJOA,-109.3,26.79,191,CONTINENTAL
105195,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.6,29.62,799,CONTINENTAL
139138,MEXICO,SONORA,GUAYMAS,-110.88,27.91,27,ISLA
104927,MEXICO,ZACATECAS,MAZAPIL,-101.98,24.63,1917,CONTINENTAL
132486,MEXICO,SONORA,OPODEPE,-110.83,29.97,831,CONTINENTAL
101962,MEXICO,TAMAULIPAS,SAN CARLOS,-98.98,24.29,450,CONTINENTAL
129540,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.49,25.97,447,CONTINENTAL
87880,MEXICO,PUEBLA,ZAPOTITLAN,-97.5,18.28,1608,CONTINENTAL
131635,MEXICO,NUEVO LEON,LAMPAZOS DE NARANJO,-100.57,26.75,647,CONTINENTAL
117607,MEXICO,TAMAULIPAS,MIQUIHUANA,-99.89,23.59,1728,CONTINENTAL
11420,MEXICO,0,0,-112.2,29.02,,MAR_TERRITORIAL
123886,MEXICO,QUERETARO,PINAL DE AMOLES,-99.6,21.03,1047,CONTINENTAL
122722,MEXICO,BAJA CALIFORNIA,MEXICALI,-115.19,31.84,8,CONTINENTAL
131234,MEXICO,PUEBLA,TLACOTEPEC DE BENITO JUAREZ,-97.62,18.74,2090,CONTINENTAL
74260,MEXICO,TAMAULIPAS,MIQUIHUANA,-99.86,23.55,1560,CONTINENTAL
125540,MEXICO,TAMAULIPAS,BUSTAMANTE,-99.67,23.33,1816,CONTINENTAL
94501,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.23,29.53,257,CONTINENTAL
114633,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.07,24.03,413,CONTINENTAL
135308,MEXICO,NUEVO LEON,ITURBIDE,-99.89,24.67,1457,CONTINENTAL
4193,MEXICO,TAMAULIPAS,VICTORIA,-99.28,23.59,1102,CONTINENTAL
79303,MEXICO,0,0,-112.58,28.72,246,ISLA
2628,MEXICO,DURANGO,LERDO,-103.75,25.22,1403,CONTINENTAL
124981,MEXICO,SONORA,NOGALES,-111.23,31.18,949,CONTINENTAL
104602,MEXICO,ZACATECAS,GENARO CODINA,-102.45,22.48,2199,CONTINENTAL
133575,MEXICO,0,0,-115.2,28.1,101,ISLA
104833,MEXICO,PUEBLA,CALTEPEC,-97.42,18.23,2059,CONTINENTAL
96108,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.71,24.67,17,CONTINENTAL
100239,MEXICO,QUERETARO,CADEREYTA DE MONTES,-99.77,20.95,1494,CONTINENTAL
120510,MEXICO,COAHUILA DE ZARAGOZA,MUZQUIZ,-101.86,28.31,1250,CONTINENTAL
102671,MEXICO,SONORA,GUAYMAS,-111.21,28.04,11,CONTINENTAL
139837,MEXICO,TAMAULIPAS,SAN CARLOS,-98.98,24.29,465,CONTINENTAL
83632,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.93,25.96,137,CONTINENTAL
5670,MEXICO,PUEBLA,ZAPOTITLAN,-97.53,18.31,1554,CONTINENTAL
6012,MEXICO,SAN LUIS POTOSI,GUADALCAZAR,-100.32,22.98,1487,CONTINENTAL
4348,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.12,30.37,1484,CONTINENTAL
2366,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.81,30.38,88,CONTINENTAL
91363,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.77,30.15,133,CONTINENTAL
95365,MEXICO,COAHUILA DE ZARAGOZA,TORREON,-103.23,25.11,1788,CONTINENTAL
76524,MEXICO,NUEVO LEON,GALEANA,-100.54,25.08,1998,CONTINENTAL
88757,MEXICO,PUEBLA,TEHUACAN,-97.37,18.57,2361,CONTINENTAL
5167,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-112.39,27.01,777,CONTINENTAL
101735,MEXICO,HIDALGO,TASQUILLO,-99.34,20.57,1764,CONTINENTAL
95608,MEXICO,OAXACA,VILLA DE TAMAZULAPAM DEL PROGRESO,-97.61,17.66,2201,CONTINENTAL
121980,MEXICO,BAJA CALIFORNIA,ENSENADA,-113.59,28.94,509,CONTINENTAL
121131,MEXICO,CHIHUAHUA,JIMENEZ,-103.75,26.72,1131,CONTINENTAL
84954,MEXICO,SONORA,GENERAL PLUTARCO ELIAS CALLES,-113.2,31.98,287,CONTINENTAL
89566,MEXICO,SONORA,SANTA ANA,-111.19,30.56,668,CONTINENTAL
136168,MEXICO,0,0,-110.58,24.84,146,ISLA
82484,MEXICO,QUERETARO,QUERETARO,-100.43,20.71,1968,CONTINENTAL
131870,MEXICO,NUEVO LEON,SABINAS HIDALGO,-100.29,26.64,630,CONTINENTAL
103107,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-111.2,24.47,67,CONTINENTAL
133871,MEXICO,SAN LUIS POTOSI,RIOVERDE,-99.98,21.78,1024,CONTINENTAL
122488,MEXICO,SONORA,GENERAL PLUTARCO ELIAS CALLES,-113.35,31.9,225,CONTINENTAL
82063,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.06,25.49,52,CONTINENTAL
45038,MEXICO,PUEBLA,CALTEPEC,-97.43,18.23,2044,CONTINENTAL
126149,MEXICO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,-102.43,26.93,1030,CONTINENTAL
122550,MEXICO,NUEVO LEON,RAYONES,-100.05,24.93,1709,CONTINENTAL
73810,MEXICO,BAJA CALIFORNIA,MEXICALI,-115.14,31.04,765,CONTINENTAL
75020,MEXICO,DURANGO,CUENCAME,-103.74,25.16,1345,CONTINENTAL
108968,MEXICO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,-102.69,26.99,1142,CONTINENTAL
89176,MEXICO,TAMAULIPAS,PALMILLAS,-99.62,23.38,1740,CONTINENTAL
88115,MEXICO,SAN LUIS POTOSI,GUADALCAZAR,-100.32,23.23,1747,CONTINENTAL
89699,MEXICO,PUEBLA,ZAPOTITLAN,-97.46,18.33,1500,CONTINENTAL
119265,MEXICO,QUERETARO,PEÑAMILLER,-99.92,21.15,1837,CONTINENTAL
139064,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-111.61,24.5,7,CONTINENTAL
85486,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.51,29.51,790,CONTINENTAL
79222,MEXICO,0,0,-112.29,28.73,87,ISLA
102679,MEXICO,SONORA,HERMOSILLO,-111.03,28.59,169,CONTINENTAL
113929,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.92,24.5,285,ISLA
112237,MEXICO,SONORA,AGUA PRIETA,-109.41,31.31,1358,CONTINENTAL
92010,MEXICO,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,-103.08,26.6,1434,CONTINENTAL
94350,MEXICO,COAHUILA DE ZARAGOZA,ZARAGOZA,-101.71,29.12,890,CONTINENTAL
120810,MEXICO,ZACATECAS,LUIS MOYA,-102.23,22.5,2071,CONTINENTAL
643,MEXICO,BAJA CALIFORNIA,TIJUANA,-116.63,32.32,636,CONTINENTAL
77883,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.31,31.51,478,CONTINENTAL
118739,MEXICO,COAHUILA DE ZARAGOZA,MUZQUIZ,-102.04,28.28,1459,CONTINENTAL
77811,MEXICO,NUEVO LEON,GARCIA,-100.73,25.66,1126,CONTINENTAL
127849,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.65,31.68,314,CONTINENTAL
141183,MEXICO,QUERETARO,SAN JOAQUIN,-99.52,20.98,1542,CONTINENTAL
81838,MEXICO,CHIHUAHUA,SAUCILLO,-105.28,28.1,1198,CONTINENTAL
79462,MEXICO,COAHUILA DE ZARAGOZA,ESCOBEDO,-101.23,27.22,409,CONTINENTAL
104157,MEXICO,SONORA,GUAYMAS,-111.05,28.01,230,CONTINENTAL
8462,MEXICO,0,0,-111.38,27.97,70,ISLA
3062,MEXICO,COAHUILA DE ZARAGOZA,TORREON,-103.42,25.48,1279,CONTINENTAL
109210,MEXICO,PUEBLA,TEPANCO DE LOPEZ,-97.53,18.59,1849,CONTINENTAL
126191,MEXICO,OAXACA,SAN JUAN DE LOS CUES,-97.05,18.02,735,CONTINENTAL
77732,MEXICO,QUERETARO,CADEREYTA DE MONTES,-99.53,20.84,1714,CONTINENTAL
74701,MEXICO,SONORA,HERMOSILLO,-111.97,28.81,6,ISLA
77700,MEXICO,SONORA,GUAYMAS,-111.22,28.1,175,CONTINENTAL
114953,MEXICO,SONORA,CABORCA,-112.37,30.37,779,CONTINENTAL
117234,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-111.89,26.78,66,CONTINENTAL
122086,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.76,29.76,585,CONTINENTAL
83105,MEXICO,OAXACA,TEPELMEME VILLA DE MORELOS,-97.35,18.08,1778,CONTINENTAL
117641,MEXICO,COAHUILA DE ZARAGOZA,CANDELA,-100.78,26.83,805,CONTINENTAL
3250,MEXICO,SONORA,BAVISPE,-109.28,30.73,931,CONTINENTAL
133306,MEXICO,PUEBLA,SAN JOSE MIAHUATLAN,-97.23,18.24,1055,CONTINENTAL
86521,MEXICO,SAN LUIS POTOSI,GUADALCAZAR,-100.11,23.08,1193,CONTINENTAL
10097,MEXICO,GUANAJUATO,VICTORIA,-100.36,21.27,1982,CONTINENTAL
127147,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-114.58,27.5,255,CONTINENTAL
104389,MEXICO,SONORA,HUATABAMPO,-109.13,26.51,279,CONTINENTAL
130233,MEXICO,TAMAULIPAS,TULA,-99.68,23.25,1626,CONTINENTAL
117150,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.71,24.38,11,ISLA
135175,MEXICO,NUEVO LEON,ALLENDE,-100.04,25.26,470,CONTINENTAL
74849,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.11,25.38,380,CONTINENTAL
78853,MEXICO,MEXICO,ECATEPEC DE MORELOS,-99.06,19.59,2325,CONTINENTAL
127536,MEXICO,0,0,-115.21,28.15,817,ISLA
10814,MEXICO,QUERETARO,PEÑAMILLER,-99.92,21.15,1837,CONTINENTAL
3350,MEXICO,PUEBLA,TEHUACAN,-97.61,18.41,2435,CONTINENTAL
76245,MEXICO,BAJA CALIFORNIA,TECATE,-116.42,32.5,994,CONTINENTAL
4839,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.62,24.08,243,CONTINENTAL
81598,MEXICO,COAHUILA DE ZARAGOZA,SAN BUENAVENTURA,-102.38,28.07,1444,CONTINENTAL
101597,MEXICO,TAMAULIPAS,SAN NICOLAS,-98.91,24.74,720,CONTINENTAL
43989,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.86,24.84,465,CONTINENTAL
102273,MEXICO,DURANGO,TLAHUALILO,-103.65,26.63,1218,CONTINENTAL
100987,MEXICO,SONORA,IMURIS,-110.85,30.9,972,CONTINENTAL
102140,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.95,25,471,CONTINENTAL
136589,MEXICO,NUEVO LEON,BUSTAMANTE,-100.55,26.55,682,CONTINENTAL
82965,MEXICO,TAMAULIPAS,SAN CARLOS,-98.98,24.29,465,CONTINENTAL
95526,MEXICO,QUERETARO,PEÑAMILLER,-99.92,21.12,1677,CONTINENTAL
119268,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-114.08,27.9,16,CONTINENTAL
111196,MEXICO,QUERETARO,PINAL DE AMOLES,-99.6,21.03,1136,CONTINENTAL
101277,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.53,25.89,590,CONTINENTAL
82096,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111,25.1,450,CONTINENTAL
122959,MEXICO,CHIHUAHUA,MANUEL BENAVIDES,-104.03,29.21,1404,CONTINENTAL
125036,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.17,28.98,250,CONTINENTAL
136425,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.04,29.41,5,CONTINENTAL
45111,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-113.01,27.59,1237,CONTINENTAL
44160,MEXICO,QUERETARO,PEÑAMILLER,-99.92,21.15,1837,CONTINENTAL
111811,MEXICO,SONORA,GENERAL PLUTARCO ELIAS CALLES,-112.85,31.67,469,CONTINENTAL
136853,MEXICO,SONORA,SAN LUIS RIO COLORADO,-113.76,32.09,469,CONTINENTAL
132224,MEXICO,COAHUILA DE ZARAGOZA,OCAMPO,-103,28.17,1962,CONTINENTAL
89902,MEXICO,NUEVO LEON,DOCTOR ARROYO,-100.35,23.69,1801,CONTINENTAL
139730,MEXICO,QUERETARO,PINAL DE AMOLES,-99.67,21.08,2621,CONTINENTAL
138293,MEXICO,SONORA,SAN LUIS RIO COLORADO,-114.92,32.07,11,CONTINENTAL
102146,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.59,24.06,278,CONTINENTAL
121583,MEXICO,CHIHUAHUA,JUAREZ,-106.46,31.41,1246,CONTINENTAL
44096,MEXICO,COAHUILA DE ZARAGOZA,CASTAÑOS,-101.3,26.79,1376,CONTINENTAL
108795,MEXICO,COAHUILA DE ZARAGOZA,PARRAS,-102.02,25.64,1206,CONTINENTAL
80126,MEXICO,CHIHUAHUA,AHUMADA,-106.39,30.06,1490,CONTINENTAL
82350,MEXICO,PUEBLA,ZAPOTITLAN,-97.53,18.31,1578,CONTINENTAL
80954,MEXICO,COAHUILA DE ZARAGOZA,SIERRA MOJADA,-103.85,27.97,1268,CONTINENTAL
97673,MEXICO,COAHUILA DE ZARAGOZA,SIERRA MOJADA,-103.63,26.69,1161,CONTINENTAL
139360,MEXICO,SONORA,CARBO,-111.3,29.81,794,CONTINENTAL
93663,MEXICO,BAJA CALIFORNIA,ENSENADA,-113.64,28.73,797,CONTINENTAL
124653,MEXICO,QUERETARO,COLON,-100.15,20.79,2180,CONTINENTAL
97789,MEXICO,SINALOA,GUASAVE,-108.87,25.41,13,ISLA
130235,MEXICO,TAMAULIPAS,MIGUEL ALEMAN,-99.01,26.26,96,CONTINENTAL
113331,MEXICO,SONORA,PITIQUITO,-112.64,29.84,48,CONTINENTAL
76202,MEXICO,TAMAULIPAS,SAN NICOLAS,-98.77,24.55,550,CONTINENTAL
129586,MEXICO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,-102.21,27.01,1575,CONTINENTAL
90407,MEXICO,SAN LUIS POTOSI,SOLEDAD DE GRACIANO SANCHEZ,-100.81,22.24,2016,CONTINENTAL
124542,MEXICO,COAHUILA DE ZARAGOZA,VIESCA,-103,25,1531,CONTINENTAL
72613,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.77,30.15,108,CONTINENTAL
131260,MEXICO,COAHUILA DE ZARAGOZA,TORREON,-103.2,25.18,1722,CONTINENTAL
126539,MEXICO,0,0,-113.24,29.28,38,ISLA
84929,MEXICO,BAJA CALIFORNIA,ENSENADA,-115.63,30.98,1571,CONTINENTAL
139731,MEXICO,TAMAULIPAS,MIQUIHUANA,-99.88,23.57,1615,CONTINENTAL
6523,MEXICO,SONORA,CARBO,-111.3,29.8,784,CONTINENTAL
134195,MEXICO,0,0,-115.21,28.14,925,ISLA
137975,MEXICO,BAJA CALIFORNIA,MEXICALI,-115,31,600,CONTINENTAL
88388,MEXICO,PUEBLA,ZAPOTITLAN,-97.48,18.34,1668,CONTINENTAL
92099,MEXICO,COAHUILA DE ZARAGOZA,OCAMPO,-102.5,27.64,1348,CONTINENTAL
95009,MEXICO,COAHUILA DE ZARAGOZA,MUZQUIZ,-101.51,27.86,514,CONTINENTAL
1976,MEXICO,PUEBLA,CALTEPEC,-97.42,18.23,2105,CONTINENTAL
100351,MEXICO,CHIHUAHUA,OJINAGA,-104.78,29.52,1073,CONTINENTAL
130312,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-111.9,26.75,14,CONTINENTAL
119216,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.92,24.87,11,CONTINENTAL
94912,MEXICO,TAMAULIPAS,VICTORIA,-99.21,23.79,444,CONTINENTAL
110808,MEXICO,NUEVO LEON,DOCTOR ARROYO,-100.26,24.19,1667,CONTINENTAL
124579,MEXICO,COAHUILA DE ZARAGOZA,ACUÑA,-102.33,29.07,1177,CONTINENTAL
8504,MEXICO,SONORA,MOCTEZUMA,-109.61,29.66,624,CONTINENTAL
94259,MEXICO,TAMAULIPAS,VICTORIA,-99.16,23.59,559,CONTINENTAL
103945,MEXICO,QUERETARO,PINAL DE AMOLES,-99.67,21.08,2621,CONTINENTAL
82854,MEXICO,COAHUILA DE ZARAGOZA,SAN PEDRO,-102.58,26.38,965,CONTINENTAL
86013,MEXICO,PUEBLA,TEHUACAN,-97.36,18.46,1575,CONTINENTAL
77610,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.19,29.26,557,CONTINENTAL
120136,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.57,24.83,62,CONTINENTAL
86977,MEXICO,PUEBLA,CALTEPEC,-97.44,18.23,2164,CONTINENTAL
106613,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.84,26.01,434,CONTINENTAL
74582,MEXICO,BAJA CALIFORNIA,ENSENADA,-113.51,28.51,499,CONTINENTAL
107439,MEXICO,QUERETARO,PEÑAMILLER,-99.85,21.08,1493,CONTINENTAL
118715,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-113.08,27.64,645,CONTINENTAL
92372,MEXICO,SONORA,HERMOSILLO,-110.92,29.19,313,CONTINENTAL
6920,MEXICO,COAHUILA DE ZARAGOZA,CASTAÑOS,-101.37,26.34,1180,CONTINENTAL
114556,MEXICO,SONORA,PUERTO PEÑASCO,-113.5,31.5,77,CONTINENTAL
106669,MEXICO,HIDALGO,TEPEAPULCO,-98.52,19.82,3103,CONTINENTAL
88826,MEXICO,GUANAJUATO,VICTORIA,-100.17,21.6,1132,CONTINENTAL
116025,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.73,24.39,140,ISLA
135470,MEXICO,SAN LUIS POTOSI,VILLA JUAREZ,-100.3,22.27,1346,CONTINENTAL
94659,MEXICO,CHIHUAHUA,CHIHUAHUA,-106.18,28.52,1601,CONTINENTAL
134184,MEXICO,0,0,-115.2,28.1,101,ISLA
90364,MEXICO,SAN LUIS POTOSI,GUADALCAZAR,-100.29,22.9,1405,CONTINENTAL
10101,MEXICO,NUEVO LEON,GALEANA,-100.1,24.8,1943,CONTINENTAL
95043,MEXICO,BAJA CALIFORNIA,TECATE,-116.22,32.46,1178,CONTINENTAL
8229,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.42,25.84,1120,CONTINENTAL
89117,MEXICO,SAN LUIS POTOSI,GUADALCAZAR,-100.2,22.91,1278,CONTINENTAL
137353,MEXICO,COAHUILA DE ZARAGOZA,MUZQUIZ,-101.62,28.11,570,CONTINENTAL
123716,MEXICO,0,0,-112.29,28.73,11,ISLA
139780,MEXICO,SONORA,ALAMOS,-109.05,26.91,290,CONTINENTAL
121352,MEXICO,BAJA CALIFORNIA SUR,MULEGE,-112.84,27.31,238,CONTINENTAL
117598,MEXICO,NUEVO LEON,ARAMBERRI,-99.86,24.12,1215,CONTINENTAL
110762,MEXICO,TAMAULIPAS,SAN CARLOS,-98.98,24.28,423,CONTINENTAL
91543,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-112.02,24.9,13,CONTINENTAL
117541,MEXICO,SINALOA,AHOME,-109.01,25.57,40,ISLA
119570,MEXICO,DURANGO,LERDO,-103.71,25.6,1245,CONTINENTAL
80527,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.33,28.9,112,CONTINENTAL
112042,MEXICO,BAJA CALIFORNIA SUR,LOS CABOS,-109.73,23.49,157,CONTINENTAL
2151,MEXICO,OAXACA,TEPELMEME VILLA DE MORELOS,-97.35,18.08,1884,CONTINENTAL
114673,MEXICO,SONORA,EMPALME,-110.68,27.91,9,CONTINENTAL
44657,MEXICO,GUANAJUATO,XICHU,-100.06,21.3,1354,CONTINENTAL
78972,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.95,25.63,25,CONTINENTAL
2458,MEXICO,ZACATECAS,CONCEPCION DEL ORO,-101.23,24.73,1743,CONTINENTAL
76918,MEXICO,SONORA,AGUA PRIETA,-109.14,31.31,1211,CONTINENTAL
120093,MEXICO,SONORA,CABORCA,-112.26,30.86,394,CONTINENTAL
111461,MEXICO,CHIHUAHUA,JUAREZ,-106.5,31.29,1289,CONTINENTAL
116485,MEXICO,PUEBLA,ZAPOTITLAN,-97.43,18.37,1593,CONTINENTAL
118020,MEXICO,SONORA,ARIZPE,-110.25,30.32,940,CONTINENTAL
138286,MEXICO,SONORA,GUAYMAS,-110.57,27.88,6,CONTINENTAL
81290,MEXICO,PUEBLA,ZAPOTITLAN,-97.58,18.14,2001,CONTINENTAL
119082,MEXICO,BAJA CALIFORNIA SUR,LA PAZ,-110.09,24.21,8,CONTINENTAL
2242,MEXICO,PUEBLA,CALTEPEC,-97.43,18.23,2077,CONTINENTAL
6551,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.59,26.14,573,CONTINENTAL
106338,MEXICO,NUEVO LEON,GENERAL ZARAGOZA,-99.8,23.98,1456,CONTINENTAL
86621,MEXICO,TAMAULIPAS,TULA,-99.93,22.81,1039,CONTINENTAL
77275,MEXICO,COAHUILA DE ZARAGOZA,CUATRO CIENEGAS,-102.14,26.82,775,CONTINENTAL
115100,MEXICO,CHIHUAHUA,ALDAMA,-105.67,28.98,1289,CONTINENTAL
112394,MEXICO,BAJA CALIFORNIA SUR,LORETO,-111.44,26.17,71,CONTINENTAL
129349,MEXICO,SAN LUIS POTOSI,CERRITOS,-100.48,22.52,1668,CONTINENTAL
107993,MEXICO,DURANGO,NOMBRE DE DIOS,-104.3,24.03,1865,CONTINENTAL
10179,MEXICO,MEXICO,ECATEPEC DE MORELOS,-99.06,19.59,2325,CONTINENTAL
109541,MEXICO,SONORA,HERMOSILLO,-110.98,28.59,239,CONTINENTAL
100020,MEXICO,0,0,-109.86,24.16,187,ISLA
100821,MEXICO,COAHUILA DE ZARAGOZA,GUERRERO,-100.35,28.08,252,CONTINENTAL
103841,MEXICO,BAJA CALIFORNIA,ENSENADA,-116.08,30.97,121,CONTINENTAL
99605,MEXICO,SONORA,CUCURPE,-110.81,30.48,1078,CONTINENTAL
140013,MEXICO,SAN LUIS POTOSI,SALINAS,-101.83,22.63,2131,CONTINENTAL
73151,MEXICO,PUEBLA,ZAPOTITLAN,-97.43,18.24,2033,CONTINENTAL
44395,MEXICO,QUERETARO,PINAL DE AMOLES,-99.48,21.07,1253,CONTINENTAL
112102,MEXICO,SONORA,GENERAL PLUTARCO ELIAS CALLES,-113.35,32,205,CONTINENTAL
78325,MEXICO,SONORA,HERMOSILLO,-111.97,28.81,7,ISLA
126931,MEXICO,COAHUILA DE ZARAGOZA,SIERRA MOJADA,-103.43,28.43,1266,CONTINENTAL
112214,MEXICO,SONORA,SANTA ANA,-111.09,30.44,723,CONTINENTAL
138855,MEXICO,SAN LUIS POTOSI,VILLA JUAREZ,-100.31,22.28,1460,CONTINENTAL
116542,MEXICO,SINALOA,AHOME,-109.01,25.57,,ISLA
74312,MEXICO,HIDALGO,ZIMAPAN,-99.31,20.62,2259,CONTINENTAL
116802,MEXICO,COAHUILA DE ZARAGOZA,VIESCA,-103,25,1531,CONTINENTAL
101923,MEXICO,BAJA CALIFORNIA SUR,LOS CABOS,-109.74,23.24,202,CONTINENTAL
134834,MEXICO,QUERETARO,PEÑAMILLER,-99.73,21.07,1963,CONTINENTAL
88081,MEXICO,SAN LUIS POTOSI,GUADALCAZAR,-100.08,23.07,1182,CONTINENTAL
84982,MEXICO,DURANGO,CUENCAME,-103.77,25.03,1441,CONTINENTAL
140651,MEXICO,COAHUILA DE ZARAGOZA,SABINAS,-101.22,27.64,392,CONTINENTAL
114092,MEXICO,CHIHUAHUA,JUAREZ,-106.45,31.4,1257,CONTINENTAL
102176,MEXICO,BAJA CALIFORNIA SUR,COMONDU,-111.63,25.59,129,CONTINENTAL
104347,MEXICO,SONORA,PITIQUITO,-112.38,29.55,18,CONTINENTAL
120368,MEXICO,PUEBLA,COXCATLAN,-97.16,18.24,1058,CONTINENTAL
107271,MEXICO,TAMAULIPAS,BUSTAMANTE,-99.66,23.29,1890,CONTINENTAL
115115,MEXICO,COAHUILA DE ZARAGOZA,SIERRA MOJADA,-103.43,28.43,1279,CONTINENTAL
9782,MEXICO,COAHUILA DE ZARAGOZA,SIERRA MOJADA,-103.55,27.43,1445,CONTINENTAL
137408,MEXICO,COAHUILA DE ZARAGOZA,FRANCISCO I. MADERO,-103.06,26.23,1151,CONTINENTAL
4688,MEXICO,PUEBLA,TEHUACAN,-97.61,18.41,2435,CONTINENTAL
122029,MEXICO,BAJA CALIFORNIA,TECATE,-116.47,32.37,714,CONTINENTAL
136004,MEXICO,TAMAULIPAS,CASAS,-98.69,23.73,172,CONTINENTAL
109424,MEXICO,BAJA CALIFORNIA,ENSENADA,-114.75,29.76,574,CONTINENTAL
87499,MEXICO,QUERETARO,CADEREYTA DE MONTES,-99.75,20.76,2457,CONTINENTAL
114125,MEXICO,BAJA CALIFORNIA,ENSENADA,-113.76,28.76,466,CONTINENTAL
