ID,division,clase,orden,familia,genero,tipo,color,colector,numerocatalogo,numerocolecta,siglascoleccion
123147,Magnoliophyta,Magnoliopsida,Papaverales,49,62,Arbusto,1,B. Hinton; et al.,137410,21123,IEB
127641,Magnoliophyta,Magnoliopsida,Polygonales,60,579,Hierba ,7,Abel García Arévalo,1100,3255,CIIDIR
103071,Magnoliophyta,Magnoliopsida,Lamiales,1,616,Hierba ,7,J.A. Zavala H.,1229,113,XAL
95344,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Sufrútice,7,J. J. Balleza C.; M. Adame G.,NO DISPONIBLE,15297,HUAZ
98712,Magnoliophyta,Magnoliopsida,Gentianales,9,631,Sufrútice,7,I. M. Johnston; C. H. Muller,155345,961,LL
93015,Magnoliophyta,Magnoliopsida,Caryophyllales,42,486,Arbusto,1,J. J. Pérez Navarro,18495,1718,HCIB
83215,Magnoliophyta,Magnoliopsida,Caryophyllales,27,186,Arbusto,16,R. MORAN,59613,11770,SD
96213,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Sufrútice,7,A.C. Sanders,22950,1988,UCR
80136,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,Sufrútice,7,Reid Moran,97967,24699,SD
88832,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,I. Díaz,NO DISPONIBLE,407,QMEX
138703,Magnoliophyta,Magnoliopsida,Solanales,84,510,Sufrútice,17,T.R. Van Devender; R.K. Van Devender; T.L. Burgess; W.H. Clark; E.M. Clark; R.J. Rondeau; J.F. Wiens,292160,91-339,ARIZ
81069,Magnoliophyta,Magnoliopsida,Caryophyllales,5,150,arbusto,7,P. J. Rempel,402770,64,RSA
140676,Magnoliophyta,Magnoliopsida,Solanales,84,661,Hierba ,18,Carlos Morin Valdes,NO DISPONIBLE,612,IZTA
122739,Magnoliophyta,Magnoliopsida,Myrtales,45,514,Arbusto,1,J.J. Sánchez; D.A. Delgado Z.,19363,2012-102,USON
72630,Magnoliophyta,Magnoliopsida,Boraginales,24,39,Hierba ,1,R. V. Moran; J. Henrickson,3809,10316,ENCB
125166,Magnoliophyta,Magnoliopsida,Plantaginales,54,619,Hierba ,7,A. Valiente B.,539243,851,MEXU
93841,Magnoliophyta,Magnoliopsida,Caryophyllales,62,584,Hierba ,7,JCH; GSH,NO DISPONIBLE,21469,GBH
9046,Magnoliophyta,Liliopsida,Cyperales,29,301,Hierba ,19,NO DISPONIBLE,765167,NO DISPONIBLE,MEXU
128907,Magnoliophyta,Magnoliopsida,Rhamnales,69,149,Hierba ,7,R. V. Moran,265165,18435,LL
73358,Magnoliophyta,Magnoliopsida,Boraginales,24,207,Hierba ,7,L. E. Rodríguez,326515,NO DISPONIBLE,MEXU
83532,Magnoliophyta,Magnoliopsida,Caryophyllales,27,211,Arbusto,1,Jon Rebman,138071,1460,CAS-BOT
114816,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,I. L. Wiggins,91136,15192,TEX
139922,Magnoliophyta,Magnoliopsida,Solanales,84,661,Arbusto,17,R.S. Felger; John Miller Cooper,NO DISPONIBLE,15268,ARIZ
138052,Magnoliophyta,Magnoliopsida,Solanales,84,447,Arbusto,17,F. Chiang C.; T. L. Wendt; M. C. Johnston,227149,8389,LL
122966,Magnoliophyta,Magnoliopsida,Myrtales,45,514,Hierba ,1,M. C. Johnston; T. L. Wendt; F. Chiang C.,160697,10594-I,LL
100636,Magnoliophyta,Magnoliopsida,Lamiales,1,233,Hierba ,17,M. Domínguez L.,8776,1957,HCIB
112219,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,T.R. Van Devender; A.C. Sanders,300072,92-1056,ARIZ
105195,Magnoliophyta,Magnoliopsida,Lamiales,36,625,Hierba ,20,Reid Moran,87270,20590,SD
139138,Magnoliophyta,Magnoliopsida,Solanales,84,510,Hierba ,17,NO DISPONIBLE,K000063536,NO DISPONIBLE,K
104927,Magnoliophyta,Magnoliopsida,Lamiales,36,625,Arbusto,5,F. Chiang C.; T. L. Wendt; M. C. Johnston,244434,7921,LL
132486,Magnoliophyta,Magnoliopsida,Rubiales,72,488,Arbusto,7,A. Flores; J. León,854,5485,USON
101962,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,7,M. Martínez,NO APLICA,4054,QMEX
129540,Magnoliophyta,Magnoliopsida,Rhamnales,69,407,Árbol,7,A. M. Carter; L. Kellogg,77477,2845,LL
87880,Magnoliophyta,Magnoliopsida,Caryophyllales,27,503,Arbusto,7,"Monsalvo-Reyes,  A.C.; Martínez, D.C.; Pérez, C.J.; Cruz, S.J.; Martínez, M.N.; De La Torre,  A. R.; Fuentes, M. V.",NO DISPONIBLE,CFP60,IZTA
131635,Magnoliophyta,Magnoliopsida,Rubiales,72,111,Hierba ,7,T. F. Patterson,178411,6841,TEX
117607,Magnoliophyta,Magnoliopsida,Malpighiales,51,551,Hierba ,5,González Medrano; Francisco; Et al.,NO DISPONIBLE,8581,MEXU
11420,Magnoliophyta,Liliopsida,Najadales,89,776,Hierba ,7,NO DISPONIBLE,dbsn182013,NO DISPONIBLE,ARIZ
123886,Magnoliophyta,Magnoliopsida,Plantaginales,54,80,Hierba ,5,M. Martínez,NO APLICA,3107,QMEX
122722,Magnoliophyta,Magnoliopsida,Myrtales,45,514,Arbusto,1,J. Rebman,6171,2229,HCIB
131234,Magnoliophyta,Magnoliopsida,Rosales,71,747,Árbol,7,OTéllez; IMéndez; MAyala; IRosas,97192,15612,FCME
74260,Magnoliophyta,Magnoliopsida,Boraginales,24,339,Hierba ,5,M. E. Jones,857070,NO DISPONIBLE,US
125540,Magnoliophyta,Magnoliopsida,Polygalales,59,578,Arbusto,7,M. C. Johnston; F. Chiang C.; T. L. Wendt,233930,11166,TEX
94501,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Sufrútice,15,NO DISPONIBLE,dbsn61356,NO DISPONIBLE,ARIZ
114633,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,Duncan M. Porter,440252,246,CAS-BOT
135308,Magnoliophyta,Magnoliopsida,Sapindales,73,226,Arbusto,2,JCH,NO DISPONIBLE,21540,GBH
4193,Magnoliophyta,Liliopsida,Asparagales,15,466,Hierba ,2,JCH,NO DISPONIBLE,25331,GBH
79303,Magnoliophyta,Magnoliopsida,Caryophyllales,5,32,Hierba ,18,R.S. Felger; John Miller Cooper,NO DISPONIBLE,15431,ARIZ
2628,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,NO PROPORCIONADO,E26A-27,327,NO DISPONIBLE
124981,Magnoliophyta,Magnoliopsida,Plantaginales,54,566,Hierba ,7,A. Castellanos,500,NO DISPONIBLE,USON
104602,Magnoliophyta,Magnoliopsida,Lamiales,36,469,Hierba ,7,J. J. Balleza C.; M. Adame G.,NO DISPONIBLE,14697,HUAZ
133575,Magnoliophyta,Magnoliopsida,Sapindales,7,525,Árbol,10,NO DISPONIBLE,2081965,NO DISPONIBLE,MO
104833,Magnoliophyta,Magnoliopsida,Lamiales,36,625,Arbusto,1,OTéllez; IMéndez; MAyala; IRosas,97972,16850,FCME
96108,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Sufrútice,7,MDL,25037,4609,HCIB
100239,Magnoliophyta,Magnoliopsida,Lamiales,1,139,Hierba ,15,F. Chiang C.; M. C. Johnston; T. L. Wendt,87751,8106,LL
120510,Magnoliophyta,Magnoliopsida,Malvales,39,463,Hierba ,7,E. M. Marsh,73681,1530,TEX
102671,Magnoliophyta,Magnoliopsida,Lamiales,1,616,Hierba ,7,R.S. Felger; M.F. Wilson,4501,95-238,USON
139837,Magnoliophyta,Magnoliopsida,Solanales,84,553,Arbusto,17,M. Martínez,NO APLICA,5047,QMEX
83632,Magnoliophyta,Magnoliopsida,Caryophyllales,27,211,Arbusto,1,M. A. BAKER,5508,8736-A,BCMEX
5670,Magnoliophyta,Liliopsida,Bromeliales,26,714,Hierba ,15,"Salinas Tovar, Antonio",NO DISPONIBLE,4928,MEXU
6012,Magnoliophyta,Liliopsida,Bromeliales,26,714,Hierba ,15,NO DISPONIBLE,1161686,NO DISPONIBLE,MEXU
4348,Magnoliophyta,Liliopsida,Asparagales,15,511,Hierba ,1,Reid Moran,88960,20742,SD
2366,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,Mary Merello; David Brunner,NO DISPONIBLE,268,MO
91363,Magnoliophyta,Magnoliopsida,Caryophyllales,27,677,Arbusto,7,Reid Moran,68047,15383,SD
95365,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Sufrútice,7,F. Chiang C.; T. L. Wendt; M. C. Johnston,184517,9557-B,LL
76524,Magnoliophyta,Magnoliopsida,Capparales,25,247,Hierba ,7,Hinton; et al.,147988,20116,TEX
88757,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,Susana Gama López,SGL00076,SGL00042,MEXU
5167,Magnoliophyta,Liliopsida,Bromeliales,26,346,Hierba ,2,J. L. León de la Luz,10525,8983,HCIB
101735,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,7,R. Galván; S. Galván,NO DISPONIBLE,4813,ENCB
95608,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Hierba ,7,"Salinas Tovar, Antonio",NO DISPONIBLE,F-3386,MEXU
121980,Magnoliophyta,Magnoliopsida,Myrtales,45,133,Arbusto,1,R. Moran,17695,12308,SD
121131,Magnoliophyta,Magnoliopsida,Malvales,39,667,Hierba ,20,Rosario Ruiz de Esparza,717,130,INECOL-CRD
84954,Magnoliophyta,Magnoliopsida,Caryophyllales,27,257,Arbusto,14,R.S. Felger; G.K. Harris,284130,16855,ARIZ
89566,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,V. Uribe; S. Martínez,NO DISPONIBLE,50,MEXU
136168,Magnoliophyta,Magnoliopsida,Sapindales,90,296,Sufrútice,17,José Juan Pérez Navarro,9028,735,HCIB
82484,Magnoliophyta,Magnoliopsida,Caryophyllales,5,394,Arbusto,7,P. Balderas,NO APLICA,419,QMEX
131870,Magnoliophyta,Magnoliopsida,Rubiales,72,317,Arbusto,7,J. A. Villarreal; et al.,156684,9103,IEB
103107,Magnoliophyta,Magnoliopsida,Lamiales,1,616,Hierba ,7,I. L. Wiggins,89134,15585,TEX
133871,Magnoliophyta,Magnoliopsida,Sapindales,7,593,Árbol,7,Rzedowski,NO DISPONIBLE,7661,ENCB
122488,Magnoliophyta,Magnoliopsida,Myrtales,45,513,Sufrútice,1,NO DISPONIBLE,3269675,NO DISPONIBLE,MO
82063,Magnoliophyta,Magnoliopsida,Caryophyllales,5,394,Hierba ,7,"Jon  Rebman, et al.",NO DISPONIBLE,5708,BCMEX
45038,Magnoliophyta,Magnoliopsida,Apiales,12,60,Arbusto,7,F. Chiang C.; M. A. Martínez A.,161762,2291,LL
126149,Magnoliophyta,Magnoliopsida,Polygalales,59,578,Hierba ,7,M. Lavin; R. W. Scott; G. Nesom,200092,NO DISPONIBLE,TEX
122550,Magnoliophyta,Magnoliopsida,Myrtales,45,513,Hierba ,1,GSH,NO DISPONIBLE,20163,GBH
73810,Magnoliophyta,Magnoliopsida,Boraginales,24,207,Hierba ,7,"Jon Rebman, et al.",NO DISPONIBLE,1518,BCMEX
75020,Magnoliophyta,Magnoliopsida,Boraginales,24,356,Hierba ,7,J. Henrickson; T. Wendt,Henrickson 12318,12318,MEXU
108968,Magnoliophyta,Magnoliopsida,Lamiales,80,432,Arbusto,13,J. S. Henrickson; S. Sundberg,105960,12088,TEX
89176,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,B. Goettsch,1018143,298,MEXU
88115,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,NO DISPONIBLE,2184036,NO DISPONIBLE,MO
89699,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Árbol,17,H. Bravo H.,117686,NO DISPONIBLE,MEXU
119265,Magnoliophyta,Magnoliopsida,Malvales,39,354,Árbol,16,B. Servín,11437,879,IEB
139064,Magnoliophyta,Magnoliopsida,Solanales,84,510,Hierba ,17,NO DISPONIBLE,K000063540,NO DISPONIBLE,K
85486,Magnoliophyta,Magnoliopsida,Caryophyllales,27,297,Arbusto,1,J. P. REBMAN,6953,2368,BCMEX
79222,Magnoliophyta,Magnoliopsida,Caryophyllales,5,32,Hierba ,8,NO DISPONIBLE,dbsn191815,NO DISPONIBLE,ARIZ
102679,Magnoliophyta,Magnoliopsida,Lamiales,1,616,Hierba ,7,NO DISPONIBLE,369,NO DISPONIBLE,USON
113929,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,R. M. Beauchamp,79329,2105,SD
112237,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,NO DISPONIBLE,dbsn296409,NO DISPONIBLE,ARIZ
92010,Magnoliophyta,Magnoliopsida,Caryophyllales,42,11,Hierba ,1,NO DISPONIBLE,2582850,NO DISPONIBLE,MO
94350,Magnoliophyta,Magnoliopsida,Gentianales,9,58,Sufrútice,7,NO DISPONIBLE,2257115,NO DISPONIBLE,MO
120810,Magnoliophyta,Magnoliopsida,Malvales,39,653,Hierba ,7,Kral,NO DISPONIBLE,27446,ENCB
643,Magnoliophyta,Liliopsida,Arecales,13,757,Árbol,10,Reid Moran,9869,25109,SD
77883,Magnoliophyta,Magnoliopsida,Capparales,25,738,Hierba ,1,R. Moran,42379,26518,SD
118739,Magnoliophyta,Magnoliopsida,Malvales,39,28,Sufrútice,1,J. A. Villarreal; M. A. Carranza P.; T. L. Wendt; D. Riskind; J. S. Henrickson; W. L. Wagner,253655,8842,TEX
77811,Magnoliophyta,Magnoliopsida,Capparales,25,688,Hierba ,7,J.A. Villarreal Q.; M.A. Carranza P.; A. Orta; J.L. Elizondo,11100,1932,CHAP
127849,Magnoliophyta,Magnoliopsida,Primulales,64,244,Arbusto,7,Jon P. Rebman; Sergio Hirales,7309,2142,BCMEX
141183,Magnoliophyta,Magnoliopsida,Urticales,87,54,Hierba ,20,E. Carranza G.,117235,2814,IEB
81838,Magnoliophyta,Magnoliopsida,Caryophyllales,5,325,Hierba ,7,NO DISPONIBLE,dbsn27958,NO DISPONIBLE,ARIZ
79462,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,arbusto,18,J. Youngpeter; T. J. Cohn,NO DISPONIBLE,5,ENCB
104157,Magnoliophyta,Magnoliopsida,Lamiales,36,390,Arbusto,20,A.L. Reina; J. Sánchez E.; G.G. Morales; T. Fuentes,4165,95-154,USON
8462,Magnoliophyta,Liliopsida,Cyperales,29,215,Hierba ,2,NO DISPONIBLE,dbsn189452,NO DISPONIBLE,ARIZ
3062,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,NO PROPORCIONADO,E25-12,217,NO DISPONIBLE
109210,Magnoliophyta,Magnoliopsida,Lamiales,80,432,Hierba ,13,Flyr,NO DISPONIBLE,578,ENCB
126191,Magnoliophyta,Magnoliopsida,Polygonales,60,50,Arbusto,7,OTéllez; IMéndez; MAyala; IRosas,NO DISPONIBLE,15920,FCME
77732,Magnoliophyta,Magnoliopsida,Capparales,25,668,Hierba ,7,J. Rzedowski,46059,47625 a,IEB
74701,Magnoliophyta,Magnoliopsida,Boraginales,24,356,Hierba ,7,NO DISPONIBLE,dbsn196781,NO DISPONIBLE,ARIZ
77700,Magnoliophyta,Magnoliopsida,Capparales,25,657,Hierba ,1,Richard S. Felger; Jean Russell; Goodman Larson,495668,83,MEXU
114953,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,A. C. Sanders; M. Dimmit; G. Montgomery,91140,3519,TEX
117234,Magnoliophyta,Magnoliopsida,Malpighiales,50,532,Arbusto,4,Mary Merello; David Brunner,NO DISPONIBLE,321,MO
122086,Magnoliophyta,Magnoliopsida,Myrtales,45,273,Hierba ,1,A. M. Carter; L. Kellogg,161722,1883,TEX
83105,Magnoliophyta,Magnoliopsida,Caryophyllales,27,155,Árbol,7,C. Chávez; R. Avendaño,NO APLICA,NO APLICA,NO APLICA
117641,Magnoliophyta,Magnoliopsida,Malpighiales,74,505,Arbusto,12,L. A. Prather; T. F. Patterson,157132,1492,TEX
3250,Magnoliophyta,Liliopsida,Asparagales,15,72,Hierba ,2,S.S. White,13402,752,ARIZ
133306,Magnoliophyta,Magnoliopsida,Sapindales,7,217,Árbol,7,"Valiente Banuet, Alfonso",NO DISPONIBLE,116,IZTA
86521,Magnoliophyta,Magnoliopsida,Caryophyllales,27,464,Arbusto,7,NO DISPONIBLE,2180257,NO DISPONIBLE,MO
10097,Magnoliophyta,Liliopsida,Liliales,33,658,Hierba ,15,E. Ventura V.; E. López,46761,7311,XAL
127147,Magnoliophyta,Magnoliopsida,Polygonales,60,280,Hierba ,7,NO DISPONIBLE,2462000,NO DISPONIBLE,MO
104389,Magnoliophyta,Magnoliopsida,Lamiales,36,390,Arbusto,20,NO DISPONIBLE,dbsn267018,NO DISPONIBLE,ARIZ
130233,Magnoliophyta,Magnoliopsida,Rhamnales,69,775,Arbusto,7,R. M. King,84890,4479,TEX
117150,Magnoliophyta,Magnoliopsida,Malpighiales,50,532,Arbusto,4,JPR,144728,4803,SD
135175,Magnoliophyta,Magnoliopsida,Sapindales,73,144,Árbol,18,J. Valdéz R.; M.A. Carranza P.,18181,C-372,CHAP
74849,Magnoliophyta,Magnoliopsida,Boraginales,24,356,Hierba ,7,R. Domínguez C.,15680,1998,HCIB
78853,Magnoliophyta,Magnoliopsida,Caryophyllales,5,32,Hierba ,8,O. Mendoza A.,46918,41,CHAP
127536,Magnoliophyta,Magnoliopsida,Polygonales,60,343,Hierba ,7,A. W. Anthony,14003,285,UC
10814,Magnoliophyta,Liliopsida,Liliales,46,581,Hierba ,1,E. Carranza G.,95561,2250,IEB
3350,Magnoliophyta,Liliopsida,Asparagales,15,89,Árbol,1,Martín Paredes-Flores,NO DISPONIBLE,MPF305,IZTA
76245,Magnoliophyta,Magnoliopsida,Capparales,25,103,Hierba ,15,A. C. Sanders; K. R. Neisess,147684,5763,TEX
4839,Magnoliophyta,Liliopsida,Asparagales,15,767,Árbol,2,J. R. Hastings; R. M. Turner,61193,64-178,SD
81598,Magnoliophyta,Magnoliopsida,Caryophyllales,5,311,Hierba ,7,R. Vázquez A.; P.A. Fryxell,8937,163,IEB
101597,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,17,JULIA MARTINEZ; JORGE MORA,NO DISPONIBLE,377,UAT
43989,Pteridophyta,Lycopodiopsida,Selaginellales,81,645,Hierba ,7,M. Domínguez L.,6597,1408,HCIB
102273,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,7,Rosario Ruiz de Esparza,801,139,INECOL-CRD
100987,Magnoliophyta,Magnoliopsida,Lamiales,1,266,Hierba ,7,Felger,NO DISPONIBLE,5629,ENCB
102140,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,3,NO DISPONIBLE,dbsn193924,NO DISPONIBLE,ARIZ
136589,Magnoliophyta,Magnoliopsida,Solanales,58,321,Hierba ,17,T. F. Patterson; L. A. Prather,192482,7401,LL
82965,Magnoliophyta,Magnoliopsida,Caryophyllales,27,5,Arbusto,7,M. Martínez,NO APLICA,5044,QMEX
95526,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Sufrútice,7,S. Zamudio R.,12390,2105,IEB
119268,Magnoliophyta,Magnoliopsida,Malvales,39,354,Árbol,7,Robert Bye,204178,5702,MEXU
111196,Magnoliophyta,Magnoliopsida,Malpighiales,31,205,arbusto,7,Y. Pantoja,NO APLICA,331,QMEX
101277,Magnoliophyta,Magnoliopsida,Lamiales,1,378,Hierba ,17,A. Carter; R. Ferris,16737,3819,SD
82096,Magnoliophyta,Magnoliopsida,Caryophyllales,5,394,Hierba ,7,NO DISPONIBLE,dbsn162551,NO DISPONIBLE,ARIZ
122959,Magnoliophyta,Magnoliopsida,Myrtales,45,514,Hierba ,1,NO DISPONIBLE,2335927,NO DISPONIBLE,MO
125036,Magnoliophyta,Magnoliopsida,Plantaginales,54,566,Hierba ,7,NO DISPONIBLE,2215874,NO DISPONIBLE,MO
136425,Magnoliophyta,Magnoliopsida,Sapindales,90,754,Arbusto,7,Jon Rebman et al.,NO DISPONIBLE,4009,BCMEX
45111,Magnoliophyta,Magnoliopsida,Apiales,12,60,Arbusto,7,J. L. León de la Luz,10096,8945,HCIB
44160,Pteridophyta,Lycopodiopsida,Selaginellales,81,645,Hierba ,7,E. Carranza G.,5874,2214,IEB
111811,Magnoliophyta,Magnoliopsida,Malpighiales,31,242,Hierba ,7,NO DISPONIBLE,dbsn264118,NO DISPONIBLE,ARIZ
136853,Magnoliophyta,Magnoliopsida,Solanales,58,435,Arbusto,7,NO DISPONIBLE,dbsn170749,NO DISPONIBLE,ARIZ
132224,Magnoliophyta,Magnoliopsida,Rubiales,72,348,Hierba ,7,J. S. Henrickson; B. Prigge,45414,15193-4,LL
89902,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,B. Goettsch,NO DISPONIBLE,18,CAS-BOT
139730,Magnoliophyta,Magnoliopsida,Solanales,84,553,Arbusto,17,E. Carranza G.,113223,3161,IEB
138293,Magnoliophyta,Magnoliopsida,Solanales,84,447,Hierba ,17,NO DISPONIBLE,dbsn287525,NO DISPONIBLE,ARIZ
102146,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,3,J. R. Hastings; R. M. Turner,61194,64-177,SD
121583,Magnoliophyta,Magnoliopsida,Malvales,39,667,Hierba ,3,Henrickson James,1047063,7439,MEXU
44096,Pteridophyta,Lycopodiopsida,Selaginellales,81,645,Hierba ,7,T. L. Wendt,267582,1702,TEX
108795,Magnoliophyta,Magnoliopsida,Lamiales,80,120,Arbusto,13,J. S. Henrickson; S. Sundberg,265934,6201,TEX
80126,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,Sufrútice,7,NO DISPONIBLE,2064097,NO DISPONIBLE,MO
82350,Magnoliophyta,Magnoliopsida,Caryophyllales,5,394,Hierba ,7,J.I.C.,NO DISPONIBLE,JIC 24223,FESI
80954,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,Hierba ,7,NO DISPONIBLE,22695,NO DISPONIBLE,NY
97673,Magnoliophyta,Magnoliopsida,Gentianales,9,471,Sufrútice,1,NO DISPONIBLE,841861,NO DISPONIBLE,US
139360,Magnoliophyta,Magnoliopsida,Solanales,84,553,Arbusto,17,F.W. Reichenbacher,240090,1042,ARIZ
93663,Magnoliophyta,Magnoliopsida,Caryophyllales,62,123,Arbusto,7,R. Moran,9257,7998,SD
124653,Magnoliophyta,Magnoliopsida,Plantaginales,54,538,Hierba ,6,Denton,NO DISPONIBLE,1959,ENCB
97789,Magnoliophyta,Magnoliopsida,Gentianales,9,471,Sufrútice,1,NO PROPORCIONADO,NO APLICA,NO APLICA,NO DISPONIBLE
130235,Magnoliophyta,Magnoliopsida,Rhamnales,69,775,Arbusto,7,González Medrano; Francisco; G.G. Hernández M.; J.G.R. Wong,NO DISPONIBLE,17769,MEXU
113331,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,18,T.R. Van Devender; A.L. Reina,4174,95-181,USON
76202,Magnoliophyta,Magnoliopsida,Boraginales,24,719,Arbusto,7,M. Martínez,NO APLICA,4531,QMEX
129586,Magnoliophyta,Magnoliopsida,Rhamnales,69,407,Árbol,7,J. Henrickson,NO DISPONIBLE,7944,WIS
90407,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,3,R. Puente,22611,111,GUADA
124542,Magnoliophyta,Magnoliopsida,Plantaginales,54,538,Hierba ,5,NO DISPONIBLE,772381,NO DISPONIBLE,NY
72613,Magnoliophyta,Magnoliopsida,Boraginales,24,39,Hierba ,1,R. V. Moran,224115,16840,LL
131260,Magnoliophyta,Magnoliopsida,Rosales,71,747,Árbol,7,M. C. Johnston; T. L. Wendt; F. Chiang C.,187046,11492,LL
126539,Magnoliophyta,Magnoliopsida,Polygonales,60,280,Arbusto,7,J. Rebman,13649,5898,HCIB
84929,Magnoliophyta,Magnoliopsida,Caryophyllales,27,257,Arbusto,14,R. MORAN,98088,24209,SD
139731,Magnoliophyta,Magnoliopsida,Solanales,84,553,Arbusto,17,L. Hernández,NO DISPONIBLE,1943,IEB
6523,Magnoliophyta,Liliopsida,Commelinales,28,189,Hierba ,5,NO DISPONIBLE,dbsn259133,NO DISPONIBLE,ARIZ
134195,Magnoliophyta,Magnoliopsida,Sapindales,7,608,Arbusto,7,D. F. Howe,17528,28,SD
137975,Magnoliophyta,Magnoliopsida,Solanales,84,447,Hierba ,17,NO DISPONIBLE,dbsn180527,NO DISPONIBLE,ARIZ
88388,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,17,"Scheinvar Akcelrad, Leia",NO DISPONIBLE,2442,MEXU
92099,Magnoliophyta,Magnoliopsida,Caryophyllales,42,11,Hierba ,1,J. A. Villareal; J. Elizondo; Lucio E. Rdz,NO DISPONIBLE,3259,ENCB
95009,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Hierba ,7,NO DISPONIBLE,472898,NO DISPONIBLE,MEXU
1976,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,OTéllez,NO APLICA,NO APLICA,NO APLICA
100351,Magnoliophyta,Magnoliopsida,Lamiales,1,139,Hierba ,7,F. Chiang C.; T. L. Wendt; M. C. Johnston,87825,9749,LL
130312,Magnoliophyta,Magnoliopsida,Rhizophorales,70,607,Arbusto,7,T.S. Elias; D. Arias; O. Dorado,NO DISPONIBLE,10810,MO
119216,Magnoliophyta,Magnoliopsida,Malvales,39,327,Arbusto,1,NO DISPONIBLE,2147296,NO DISPONIBLE,MO
94912,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Hierba ,16,González Medrano; Francisco; Et al.,NO DISPONIBLE,16924,MEXU
110808,Magnoliophyta,Magnoliopsida,Malpighiales,31,205,arbusto,7,M. González F.,49638,PU-1745,INIF
124579,Magnoliophyta,Magnoliopsida,Plantaginales,54,538,Hierba ,5,Fryxell,NO DISPONIBLE,2706,ENCB
8504,Magnoliophyta,Liliopsida,Cyperales,29,215,Hierba ,2,NO DISPONIBLE,3269676,NO DISPONIBLE,MO
94259,Magnoliophyta,Magnoliopsida,Ebenales,76,654,Árbol,12,LUIS HERNANDEZ,NO DISPONIBLE,1729,UAT
103945,Magnoliophyta,Magnoliopsida,Lamiales,36,183,Sufrútice,16,E. Carranza G.,70189,2312,IEB
82854,Magnoliophyta,Magnoliopsida,Caryophyllales,5,711,Hierba ,18,J. S. Henrickson; B. Prigge,191658,15365-7,TEX
86013,Magnoliophyta,Magnoliopsida,Caryophyllales,27,297,Arbusto,1,L. Scheinvar,192461,1987,MEXU
77610,Magnoliophyta,Magnoliopsida,Capparales,25,652,Hierba ,13,Ira L. Wiggins,660679,5357,UC
120136,Magnoliophyta,Magnoliopsida,Malvales,39,381,Arbusto,17,Ira L. Wiggins,20383,14582,MEXU
86977,Magnoliophyta,Magnoliopsida,Caryophyllales,27,464,Arbusto,14,MAyala,NO APLICA,NO APLICA,NO APLICA
106613,Magnoliophyta,Magnoliopsida,Lamiales,36,671,Hierba ,16,R.V. Moran,199082,20063,ARIZ
74582,Magnoliophyta,Magnoliopsida,Boraginales,24,356,Hierba ,7,R. Moran,17915,12544,SD
107439,Magnoliophyta,Magnoliopsida,Lamiales,44,477,Hierba ,1,S. Zamudio,NO APLICA,12054,QMEX
118715,Magnoliophyta,Magnoliopsida,Malvales,39,3,Sufrútice,7,"Jon Rebman, et al.",NO DISPONIBLE,8155,BCMEX
