ID,division,clase,orden,familia,genero,tipo,color,colector,numerocatalogo,numerocolecta,siglascoleccion
10976,Magnoliophyta,Liliopsida,Melanthiales,40,637,Hierba ,18,NO DISPONIBLE,2015622,NO DISPONIBLE,MO
140920,Magnoliophyta,Magnoliopsida,Solanales,84,661,Arbusto,19,JCH,NO DISPONIBLE,23326,GBH
77378,Magnoliophyta,Magnoliopsida,Capparales,25,506,Hierba ,7,J. S. Henrickson,148919,12456-1,TEX
9904,Magnoliophyta,Liliopsida,Liliales,33,502,Hierba ,15,NO DISPONIBLE,463922,NO DISPONIBLE,US
141293,Magnoliophyta,Magnoliopsida,Urticales,87,151,Hierba ,20,R.S. Felger; R. Schmalzel,263384,80-31,ARIZ
88913,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Árbol,1,Héctor Hernández Macías,HMHM02750,HMHM00335,MEXU
132775,Magnoliophyta,Magnoliopsida,Rubiales,72,678,Arbusto,4,A. M. Carter,45280,4881,TEX
96873,Magnoliophyta,Magnoliopsida,Gentianales,9,314,Sufrútice,17,P. Tenorio L.; C. Romero de T.,551670,13067,MEXU
134539,Magnoliophyta,Magnoliopsida,Sapindales,7,608,Árbol,7,MAyala; MCCastillo; KGutiérrez; IRosas,NO DISPONIBLE,244,FCME
44804,Magnoliophyta,Magnoliopsida,Apiales,8,441,Hierba ,1,R. Moran,42451,23074,SD
114696,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,NO DISPONIBLE,dbsn262171,NO DISPONIBLE,ARIZ
124588,Magnoliophyta,Magnoliopsida,Plantaginales,54,538,Árbol,5,E. Ventura V.; E. López,110919,7357,IEB
79264,Magnoliophyta,Magnoliopsida,Caryophyllales,5,32,Hierba ,18,R.S. Felger; Kalman Muller; Alexander Russell,NO DISPONIBLE,14910,ARIZ
99252,Magnoliophyta,Magnoliopsida,Gentianales,9,744,Árbol,7,J. Rebman,13013,5193,HCIB
5594,Magnoliophyta,Liliopsida,Bromeliales,26,714,Hierba ,15,I. Hernández T.; J. García; M. González-Ledesma,17591,2533,XAL
2021,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,"Monsalvo-Reyes,  A.C.; Martínez, D.C.; Pérez, C.J.; Cruz, S.J.; Martínez, M.N.; De La Torre,  A. R.; Fuentes, M. V.",NO DISPONIBLE,CFP226,IZTA
102149,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,3,Reid Moran,402435,21371,RSA
75502,Magnoliophyta,Magnoliopsida,Boraginales,24,716,Hierba ,7,GSH,NO DISPONIBLE,21980,GBH
130327,Magnoliophyta,Magnoliopsida,Rhizophorales,70,607,Arbusto,7,A. Mercado; H. Licón; Ornelas,584,691,USON
1651,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,C. Sánchez; A. Espejo,19409,10,UAMIZ
118524,Magnoliophyta,Magnoliopsida,Malvales,39,3,arbusto,3,A. Flores; O. Gutiérrez,5493,4719,USON
4349,Magnoliophyta,Liliopsida,Asparagales,15,511,Hierba ,1,Reid Moran,59903,11536,SD
80075,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,Sufrútice,7,Reid Moran,49330,6658,SD
1629,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,H.S. Gentry; W.B. Fox; J. Argüelles,266783,11880,ARIZ
3237,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,NO DISPONIBLE,2540011,NO DISPONIBLE,US
111327,Magnoliophyta,Magnoliopsida,Malpighiales,31,205,Hierba ,7,M.C. Johnston; T. Wendt; F. Chiang C.,42559,10836,XAL
121651,Magnoliophyta,Magnoliopsida,Malvales,39,667,Hierba ,3,F. A. Barkley,NO DISPONIBLE,14602,ENCB
127307,Magnoliophyta,Magnoliopsida,Polygonales,60,280,Hierba ,7,R.L. Dressler,NO DISPONIBLE,631,ARIZ
133459,Magnoliophyta,Magnoliopsida,Sapindales,7,525,Árbol,7,NO DISPONIBLE,K000081544,NO DISPONIBLE,K
87105,Magnoliophyta,Magnoliopsida,Caryophyllales,27,464,Arbusto,7,F.I. Retana,44043,339 f,CIIDIR
105522,Magnoliophyta,Magnoliopsida,Lamiales,36,625,Arbusto,9,"Chiang Cabrera, Fernando",NO DISPONIBLE,F-425,MEXU
702,Magnoliophyta,Liliopsida,Asparagales,6,26,Hierba ,7,J. Rzedowski,82121,44837,IEB
95604,Magnoliophyta,Magnoliopsida,Gentianales,9,71,Hierba ,7,P. Tenorio L.; C. Romero,NO DISPONIBLE,3997,MO
2306,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,H.S. Gentry; A.S. Barclay; J. Argüelles,265704,20075,ARIZ
118618,Magnoliophyta,Magnoliopsida,Malvales,39,3,arbusto,3,AMN,27413,2011-330,HCIB
114160,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,arbusto,1,NO DISPONIBLE,dbsn262032,NO DISPONIBLE,ARIZ
4869,Magnoliophyta,Liliopsida,Asparagales,15,767,Arbusto,2,R.V. Moran,159123,7976,ARIZ
75887,Magnoliophyta,Magnoliopsida,Boraginales,24,716,Hierba ,17,González Medrano; Francisco; F. Guevara F.; P. Zavaleta B.,NO DISPONIBLE,8580,MEXU
97222,Magnoliophyta,Magnoliopsida,Gentianales,9,465,Hierba ,7,Reid Moran,66170,8998,SD
119816,Magnoliophyta,Magnoliopsida,Malvales,39,373,Arbusto,13,R.S. Felger,NO DISPONIBLE,6848,ARIZ
139193,Magnoliophyta,Magnoliopsida,Solanales,84,543,Hierba ,17,Abel García Arévalo,1011,3113,INECOL-CRD
120874,Magnoliophyta,Magnoliopsida,Malvales,39,653,Hierba ,1,NO DISPONIBLE,2296674,NO DISPONIBLE,US
109730,Magnoliophyta,Magnoliopsida,Malpighiales,31,4,Hierba ,2,O. García R.,NO APLICA,1124,QMEX
133784,Magnoliophyta,Magnoliopsida,Sapindales,7,593,Árbol,7,"Salinas Tovar, Antonio",NO DISPONIBLE,F-3848,MEXU
112822,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,16,F. Chiang C.; T. L. Wendt; M. C. Johnston,90532,9040-A,LL
88550,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,B. Goettsch,925977,80,MEXU
124019,Magnoliophyta,Magnoliopsida,Plantaginales,54,318,Arbusto,5,R.S. Felger; M. Drees; M.B. Moser,263475,74-13,ARIZ
133326,Magnoliophyta,Magnoliopsida,Sapindales,7,459,Arbusto,7,R. Moran,32242,20667,SD
89660,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Árbol,17,NO DISPONIBLE,101480,1214,FCME
101598,Magnoliophyta,Magnoliopsida,Lamiales,1,406,Hierba ,17,MAHINDA MARTINEZ; JULIA MARTINEZ,NO DISPONIBLE,2391,UAT
127059,Magnoliophyta,Magnoliopsida,Polygonales,60,280,Hierba ,7,R. Moran,39841,23656,SD
9613,Magnoliophyta,Liliopsida,Cyperales,35,405,Hierba ,9,R. Moran,32684,22252,SD
136306,Magnoliophyta,Magnoliopsida,Sapindales,90,754,Arbusto,7,RDC,25095,3201,HCIB
10729,Magnoliophyta,Liliopsida,Liliales,46,458,Hierba ,18,NO DISPONIBLE,885512,NO DISPONIBLE,F
2935,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,NO PROPORCIONADO,E25-16,221,NO DISPONIBLE
87454,Magnoliophyta,Magnoliopsida,Caryophyllales,27,464,Arbusto,14,H. Bravo H.,118255,NO DISPONIBLE,MEXU
110854,Magnoliophyta,Magnoliopsida,Malpighiales,31,205,Hierba ,7,JCH; GSH,NO DISPONIBLE,21166,GBH
139639,Magnoliophyta,Magnoliopsida,Solanales,84,553,Arbusto,17,GSH,NO DISPONIBLE,28501,GBH
110947,Magnoliophyta,Magnoliopsida,Malpighiales,31,205,Hierba ,7,C. H. Muller,92726,3157,LL
92574,Magnoliophyta,Magnoliopsida,Caryophyllales,42,104,Arbusto,1,"R. S. Felger; A. Russell, Jr.",NO DISPONIBLE,8886,ENCB
114206,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,arbusto,1,R. Domínguez C.,17957,2692,HCIB
97674,Magnoliophyta,Magnoliopsida,Gentianales,9,471,Hierba ,7,NO DISPONIBLE,1237770,NO DISPONIBLE,MO
108384,Magnoliophyta,Magnoliopsida,Lamiales,47,419,Arbusto,1,A. Salinas T.,889758,5743,MEXU
78634,Magnoliophyta,Magnoliopsida,Caryophyllales,3,726,Hierba ,17,NO DISPONIBLE,dbsn72264,NO DISPONIBLE,ARIZ
116488,Magnoliophyta,Magnoliopsida,Malpighiales,31,402,arbusto,17,OTéllez,NO APLICA,NO APLICA,NO APLICA
98839,Magnoliophyta,Magnoliopsida,Gentianales,9,631,Sufrútice,15,R.S. Felger; J.W. Edmundson,333638,17014,ARIZ
83583,Magnoliophyta,Magnoliopsida,Caryophyllales,27,211,Arbusto,1,I. L. WIGGINS,NO DISPONIBLE,17849A,CAS-BOT
133633,Magnoliophyta,Magnoliopsida,Sapindales,7,563,Árbol,7,M. Cházaro B.; P. Hernández de Ch.,10297,7284,IEB
118749,Magnoliophyta,Magnoliopsida,Malvales,39,28,Sufrútice,1,JCH; GSH,NO DISPONIBLE,21401,GBH
137257,Magnoliophyta,Magnoliopsida,Solanales,84,161,Arbusto,16,J.A. Villarreal O.; et al.,112276,6348,IEB
98262,Magnoliophyta,Magnoliopsida,Gentianales,9,479,Sufrútice,7,NO DISPONIBLE,dbsn49140,NO DISPONIBLE,ARIZ
75183,Magnoliophyta,Magnoliopsida,Boraginales,24,438,Hierba ,7,M. C. Johnston; T. Wendt; F. Chiang,347632,10163,MEXU
87992,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,M. L. Stinson,95744,0,CAS-BOT
113715,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,18,F. G. Medrano; V. Jaramillo L.; P. Dávila A.; J. L. Villaseñor R.,90924,1182-B,TEX
89796,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,Carlos Gómez Hinostrosa,CGH01479,CGH00134,MEXU
73529,Magnoliophyta,Magnoliopsida,Boraginales,24,207,Hierba ,7,R. V. Moran,220304,20679,MEXU
90616,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,J. Rebman; S. Villarreal,11124,5293,BCMEX
132898,Magnoliophyta,Magnoliopsida,Santalales,43,639,Arbusto,1,R. Moran,7241,11704,SD
82201,Magnoliophyta,Magnoliopsida,Caryophyllales,5,394,Hierba ,7,"Salinas Tovar, Antonio",NO DISPONIBLE,F-3140,MEXU
109022,Magnoliophyta,Magnoliopsida,Lamiales,80,432,Hierba ,13,J.A. Villarreal O.; et al.,110468,7337,IEB
124771,Magnoliophyta,Magnoliopsida,Plantaginales,54,538,Hierba ,6,M. H. Mayfield; B. G. Milligan; C. McCall,107279,1417,TEX
124301,Magnoliophyta,Magnoliopsida,Plantaginales,54,472,Hierba ,5,T.R. Van Devender; L.J. Toolin; S. Hunt; D.W. Steadman; K.M. Schmidt,215840,NO DISPONIBLE,ARIZ
79903,Magnoliophyta,Magnoliopsida,Caryophyllales,5,76,arbusto,18,NO DISPONIBLE,dbsn196775,NO DISPONIBLE,ARIZ
105703,Magnoliophyta,Magnoliopsida,Lamiales,36,625,Hierba ,5,J. Rebman,11548,4682,HCIB
128369,Magnoliophyta,Magnoliopsida,Ranunculales,67,603,Hierba ,7,Rzedowski,NO DISPONIBLE,7634,ENCB
85143,Magnoliophyta,Magnoliopsida,Caryophyllales,27,257,Arbusto,14,González Medrano; Francisco,NO DISPONIBLE,8515,MEXU
4360,Magnoliophyta,Liliopsida,Asparagales,15,511,Hierba ,1,Reid Moran,68940,15515,SD
133802,Magnoliophyta,Magnoliopsida,Sapindales,7,593,Árbol,7,OTéllez; MAyala; IRosas; LLópezC,NO DISPONIBLE,19560,FCME
87996,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,R. MORAN,375064,3633,CAS-BOT
138619,Magnoliophyta,Magnoliopsida,Solanales,84,447,Hierba ,17,T. L. Wendt; F. Chiang C.,227393,214,LL
73022,Magnoliophyta,Magnoliopsida,Boraginales,24,194,arbusto,7,R. V. Moran,273875,18866,MEXU
690,Magnoliophyta,Liliopsida,Asparagales,6,26,Hierba ,7,ROMERO R.,NO DISPONIBLE,185,ENCB
137899,Magnoliophyta,Magnoliopsida,Solanales,84,447,Hierba ,17,NO DISPONIBLE,2115051,NO DISPONIBLE,MO
106198,Magnoliophyta,Magnoliopsida,Lamiales,36,625,Hierba ,5,MAyala; MCCastillo; KGutiérrez; OTéllez; IRosas,NO DISPONIBLE,639,FCME
100635,Magnoliophyta,Magnoliopsida,Lamiales,1,233,Hierba ,17,M. Domínguez L.,130226,1957,IEB
139330,Magnoliophyta,Magnoliopsida,Solanales,84,553,Arbusto,17,M. Martínez,NO APLICA,6555,QMEX
7237,Magnoliophyta,Liliopsida,Commelinales,28,723,Hierba ,2,JCH; GSH,NO DISPONIBLE,21478,GBH
77761,Magnoliophyta,Magnoliopsida,Capparales,25,684,Hierba ,15,M. Domínguez L.,12493,2611,HCIB
90844,Magnoliophyta,Magnoliopsida,Caryophyllales,27,524,Árbol,7,E. Y. DAWSON,432083,NO DISPONIBLE,RSA
119247,Magnoliophyta,Magnoliopsida,Malvales,39,333,Árbol,7,M.E. Rangel R.,K425927,124,XAL
87348,Magnoliophyta,Magnoliopsida,Caryophyllales,27,464,Arbusto,14,G. LINDSAY,331570,1917,CAS-BOT
4246,Magnoliophyta,Liliopsida,Asparagales,15,511,Árbol,8,James Dice; Michael Donoghue; Harold Wier,117552,515,SD
108573,Magnoliophyta,Magnoliopsida,Lamiales,47,651,Hierba ,1,B. L. Turner; T. J. Ayers; R. W. Scott,104144,15569,TEX
116497,Magnoliophyta,Magnoliopsida,Malpighiales,31,402,arbusto,17,Martín Paredes-Flores,NO DISPONIBLE,MPF161,IZTA
103465,Magnoliophyta,Magnoliopsida,Lamiales,1,701,Hierba ,7,NO DISPONIBLE,K000080110,NO DISPONIBLE,K
76350,Magnoliophyta,Magnoliopsida,Capparales,25,135,Hierba ,15,A.L. Reina G.; T.R. Van Devender; S.C. Doan; G.M. Ferguson; Z. Liu,10675,2004-192,USON
104709,Magnoliophyta,Magnoliopsida,Lamiales,36,576,Arbusto,7,NO DISPONIBLE,dbsn268838,NO DISPONIBLE,ARIZ
111549,Magnoliophyta,Magnoliopsida,Malpighiales,31,242,Hierba ,18,M.E. Fishbein; S. McMahon; L. Hufford; M. Hedin,345834,3113,ARIZ
125088,Magnoliophyta,Magnoliopsida,Plantaginales,54,566,Hierba ,7,J.J. Sánchez; D.A. Delgado Z.,19396,2012-104,USON
73003,Magnoliophyta,Magnoliopsida,Boraginales,24,194,arbusto,7,A. Carter,821409,5878,MEXU
4339,Magnoliophyta,Liliopsida,Asparagales,15,511,Hierba ,8,NO DISPONIBLE,2013378,NO DISPONIBLE,MO
105710,Magnoliophyta,Magnoliopsida,Lamiales,36,625,Hierba ,5,R.S. Felger; Frank W. Reichenbacher,NO DISPONIBLE,1153,ARIZ
138040,Magnoliophyta,Magnoliopsida,Solanales,84,447,Arbusto,17,NO DISPONIBLE,dbsn124841,NO DISPONIBLE,ARIZ
134911,Magnoliophyta,Magnoliopsida,Sapindales,7,633,Árbol,7,OTéllez,NO APLICA,NO APLICA,NO APLICA
85542,Magnoliophyta,Magnoliopsida,Caryophyllales,27,297,Arbusto,16,NO DISPONIBLE,dbsn131450,NO DISPONIBLE,ARIZ
117319,Magnoliophyta,Magnoliopsida,Malpighiales,50,532,Arbusto,4,Mahinda Martinez; Olivia Baltazar,NO DISPONIBLE,4751,QMEX
4030,Magnoliophyta,Liliopsida,Asparagales,15,255,Hierba ,2,J. Meléndez,4636,74,CHAP
140281,Magnoliophyta,Magnoliopsida,Solanales,84,661,Hierba ,18,NO DISPONIBLE,100205269,NO DISPONIBLE,MO
133696,Magnoliophyta,Magnoliopsida,Sapindales,7,563,Árbol,7,E. L. Bridges; L. Woodruff; J. A. Villarreal; M. Pérez,103235,13084,TEX
76333,Magnoliophyta,Magnoliopsida,Capparales,25,116,Hierba ,1,T.R. Van Devender; A.L. Reina G.,11177,2003-135,USON
121076,Magnoliophyta,Magnoliopsida,Malvales,39,667,Hierba ,3,Felger; Edward P. Lincoln,NO DISPONIBLE,9940,ENCB
98627,Magnoliophyta,Magnoliopsida,Gentianales,9,631,Hierba ,7,R.V. Moran; James L. Reveal,199008,19861,ARIZ
82813,Magnoliophyta,Magnoliopsida,Caryophyllales,5,711,Hierba ,7,NO DISPONIBLE,1160581,NO DISPONIBLE,MO
122679,Magnoliophyta,Magnoliopsida,Myrtales,45,514,Arbusto,1,J. L. Panero; et al.,138812,7401,IEB
89818,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,D. Olvera-Sule; G. Olalde,NO DISPONIBLE,LS7376,NO APLICA
113008,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,M. C. Johnston; T. L. Wendt; F. Chiang C.,90638,11540-C,TEX
103955,Magnoliophyta,Magnoliopsida,Lamiales,36,183,Hierba ,20,E. Palmer,458,66,NY
102432,Magnoliophyta,Magnoliopsida,Lamiales,1,487,Hierba ,5,NO DISPONIBLE,2183225,NO DISPONIBLE,MO
4698,Magnoliophyta,Liliopsida,Asparagales,15,767,Árbol,2,"Magallán, E.F.; Baltazar, O.",835570,83,MEXU
108685,Magnoliophyta,Magnoliopsida,Lamiales,80,120,Hierba ,13,J. S. Henrickson; S. Sundberg,265760,6574,TEX
11226,Magnoliophyta,Liliopsida,Najadales,63,585,Hierba ,7,M. Domínguez L.,559,2471,HCIB
116015,Magnoliophyta,Magnoliopsida,Malpighiales,31,402,arbusto,16,R.V. Moran,159112,9954,ARIZ
138294,Magnoliophyta,Magnoliopsida,Solanales,84,447,Hierba ,17,NO DISPONIBLE,dbsn196749,NO DISPONIBLE,ARIZ
75288,Magnoliophyta,Magnoliopsida,Boraginales,24,534,Hierba ,7,A. C. Sanders; M. Dimmitt; G. Montgomery; ND,358788,3458,MEXU
75896,Magnoliophyta,Magnoliopsida,Boraginales,24,716,Hierba ,17,J. D. Bacon; R. L. Hartman,223510,926,TEX
81612,Magnoliophyta,Magnoliopsida,Caryophyllales,5,311,Hierba ,7,B. Hinton; et al.,135967,23711,IEB
139356,Magnoliophyta,Magnoliopsida,Solanales,84,553,Arbusto,17,S.L. Friedman; J.R. Zittere,337617,152-95,ARIZ
77731,Magnoliophyta,Magnoliopsida,Capparales,25,668,Hierba ,7,B. Hinton; et al.,133953,20831,IEB
78744,Magnoliophyta,Magnoliopsida,Caryophyllales,5,32,Hierba ,7,NO DISPONIBLE,2062259,NO DISPONIBLE,MO
108148,Magnoliophyta,Magnoliopsida,Lamiales,47,146,Hierba ,1,IRosas; OTéllez; MAyala; MCCastillo,102194,449,FCME
106428,Magnoliophyta,Magnoliopsida,Lamiales,36,643,Hierba ,5,G. Hinton,NO DISPONIBLE,24220,GBH
139555,Magnoliophyta,Magnoliopsida,Solanales,84,553,Sufrútice,17,Reid Moran,89800,21527,SD
115705,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,J.R. Hastings; R.M. Turner,184641,72-50,ARIZ
111958,Magnoliophyta,Magnoliopsida,Malpighiales,31,242,Hierba ,7,R.S. Felger; et al.,188878,19626,ARIZ
76476,Magnoliophyta,Magnoliopsida,Capparales,25,243,Hierba ,7,Grady L. Webster,NO DISPONIBLE,28600,BCMEX
127093,Magnoliophyta,Magnoliopsida,Polygonales,60,280,Hierba ,7,Reid Moran,87300,20500,SD
116135,Magnoliophyta,Magnoliopsida,Malpighiales,31,402,arbusto,16,NO DISPONIBLE,dbsn213268,NO DISPONIBLE,ARIZ
135964,Magnoliophyta,Magnoliopsida,Sapindales,82,145,Hierba ,14,FVictorino; MBarragán; ABarragán; MPérez; APérez,NO DISPONIBLE,209,FCME
119302,Magnoliophyta,Magnoliopsida,Malvales,39,362,Arbusto,1,MDL,24576,4471,HCIB
118410,Magnoliophyta,Magnoliopsida,Malvales,39,3,arbusto,3,Mahinda Martinez,NO DISPONIBLE,3745,QMEX
138060,Magnoliophyta,Magnoliopsida,Solanales,84,447,Arbusto,17,T. L. Wendt; A. Adamcewicz,227164,385,LL
115175,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,J. RZEDOWSKI R.,NO DISPONIBLE,37835,ENCB
91777,Magnoliophyta,Magnoliopsida,Caryophyllales,42,2,Hierba ,1,Reid Moran,65012,12749,SD
10328,Magnoliophyta,Liliopsida,Liliales,46,100,Hierba ,15,S. Zamudio R.; E. Pérez C.,122259,9573,IEB
99416,Magnoliophyta,Magnoliopsida,Geraniales,48,523,Hierba ,2,P. Tenorio L.,26550,10755,CHAP
81453,Magnoliophyta,Magnoliopsida,Caryophyllales,5,164,Hierba ,18,Gould,NO DISPONIBLE,11891,ENCB
82993,Magnoliophyta,Magnoliopsida,Caryophyllales,27,63,Arbusto,14,F. Maciel,14203,1 f,CIIDIR
85247,Magnoliophyta,Magnoliopsida,Caryophyllales,27,257,Arbusto,14,R. Domínguez C.,4745,827,HCIB
111759,Magnoliophyta,Magnoliopsida,Malpighiales,31,242,Hierba ,7,R.S. Felger; Edward Lincoln,NO DISPONIBLE,9783,ARIZ
131595,Magnoliophyta,Magnoliopsida,Rubiales,72,111,Arbusto,7,F. A. Barkley,178356,16022,TEX
73797,Magnoliophyta,Magnoliopsida,Boraginales,24,207,Hierba ,7,F. Chisaki; C. Ritchie B.,50078,511,MEXU
127282,Magnoliophyta,Magnoliopsida,Polygonales,60,280,Arbusto,7,M. C. Johnston; F. Chiang C.; T. L. Wendt; D. Riskind,172026,1173.5,LL
86565,Magnoliophyta,Magnoliopsida,Caryophyllales,27,464,Arbusto,16,George E. Lindsay; Chris Parrish,84126,2980,SD
108851,Magnoliophyta,Magnoliopsida,Lamiales,80,120,Árbol,13,E. Ventura; E. López,NO DISPONIBLE,6563,ENCB
100896,Magnoliophyta,Magnoliopsida,Lamiales,1,266,Hierba ,5,J. Rebman,11618,4239,HCIB
1545,Magnoliophyta,Liliopsida,Asparagales,15,21,Hierba ,2,NO DISPONIBLE,dbsn1702,NO DISPONIBLE,ARIZ
84525,Magnoliophyta,Magnoliopsida,Caryophyllales,27,211,Arbusto,1,R.M. Turner; J.R. Hastings,163664,66-140,ARIZ
112157,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,7,H. et al.,90370,24758,TEX
75693,Magnoliophyta,Magnoliopsida,Boraginales,24,716,Hierba ,17,J. L. Neff,223278,92-3-27-4,TEX
111385,Magnoliophyta,Magnoliopsida,Malpighiales,31,205,arbusto,7,J.R. Shortman; M.F. Wilson,333163,96-31,ARIZ
86577,Magnoliophyta,Magnoliopsida,Caryophyllales,27,464,Arbusto,17,M.A. Baker,308463,10458,ARIZ
9248,Magnoliophyta,Liliopsida,Cyperales,29,610,Hierba ,19,JCH,NO DISPONIBLE,23817,GBH
129526,Magnoliophyta,Magnoliopsida,Rhamnales,69,328,Arbusto,7,A. Búrquez; D.A. Yetman,6644,97-404,USON
3447,Magnoliophyta,Liliopsida,Asparagales,15,89,Árbol,1,OTéllez,NO APLICA,NO APLICA,NO APLICA
83057,Magnoliophyta,Magnoliopsida,Caryophyllales,27,93,Arbusto,1,R. MORAN,54830,11192,SD
104178,Magnoliophyta,Magnoliopsida,Lamiales,36,390,Arbusto,20,L. Quistián,NO APLICA,10,QMEX
77266,Magnoliophyta,Magnoliopsida,Capparales,25,506,Hierba ,7,J. S. Henrickson,148789,14189,LL
135524,Magnoliophyta,Magnoliopsida,Sapindales,73,577,Arbusto,12,E. Ventura V.; E. López,79864,7704,XAL
110548,Magnoliophyta,Magnoliopsida,Malpighiales,31,205,arbusto,7,T.R. Van Devender; F.W. Reichenbacher,231419,902,ARIZ
112555,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,arbusto,1,NO DISPONIBLE,dbsn261235,NO DISPONIBLE,ARIZ
120538,Magnoliophyta,Magnoliopsida,Malvales,39,481,Hierba ,15,G. Nesom; M. Martínez; J. Jiménez,73706,6259,TEX
93947,Magnoliophyta,Magnoliopsida,Caryophyllales,62,691,Hierba ,7,J. RZEDOWSKI R.,NO DISPONIBLE,33257,ENCB
91291,Magnoliophyta,Magnoliopsida,Caryophyllales,27,677,Arbusto,7,E. A. Goldman,360318,NO DISPONIBLE,US
113120,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,10,"Tenorio Lezama, Pedro",NO DISPONIBLE,15303,MEXU
7490,Magnoliophyta,Liliopsida,Cyperales,29,138,Hierba ,2,R. Moran,32260,22236,SD
116285,Magnoliophyta,Magnoliopsida,Malpighiales,31,402,arbusto,7,S.L. Friedman; J.D. Freeh,6070,404-94,USON
110919,Magnoliophyta,Magnoliopsida,Malpighiales,31,205,Hierba ,7,M.A. Carranza P.; P. Cruz Aguilar; Jonás D.,K422998,2724,XAL
137010,Magnoliophyta,Magnoliopsida,Solanales,58,439,Arbusto,7,J. Alvarado,98869,539,IEB
93629,Magnoliophyta,Magnoliopsida,Caryophyllales,52,673,Hierba ,5,NO DISPONIBLE,dbsn81770,NO DISPONIBLE,ARIZ
9622,Magnoliophyta,Liliopsida,Cyperales,35,405,Hierba ,9,R. Moran,24985,15032,SD
3714,Magnoliophyta,Liliopsida,Asparagales,15,223,Hierba ,8,NO DISPONIBLE,2005445,NO DISPONIBLE,MO
103603,Magnoliophyta,Magnoliopsida,Lamiales,22,165,Árbol,17,"Edwards, M.T.",NO DISPONIBLE,283,MO
87040,Magnoliophyta,Magnoliopsida,Caryophyllales,27,464,Arbusto,17,M. González,14858,3745,CIIDIR
124831,Magnoliophyta,Magnoliopsida,Plantaginales,54,538,Hierba ,6,L.R. Stanford; K.L. Retherford; R.D. Northcraft,10907,538,ARIZ
9495,Magnoliophyta,Liliopsida,Cyperales,35,405,Hierba ,9,NO DISPONIBLE,913123,NO DISPONIBLE,F
77821,Magnoliophyta,Magnoliopsida,Capparales,25,688,Hierba ,7,A. García; R. García,149294,29,TEX
133914,Magnoliophyta,Magnoliopsida,Sapindales,7,608,Arbusto,7,S. Aguilar R.; D. L. Doan C.,103294,249,TEX
85343,Magnoliophyta,Magnoliopsida,Caryophyllales,27,257,Arbusto,17,P.J. Rempel,83745,301,ARIZ
128955,Magnoliophyta,Magnoliopsida,Rhamnales,69,188,Árbol,7,E. Ventura V.; E. López,102102,8980,IEB
89018,Magnoliophyta,Magnoliopsida,Caryophyllales,27,519,Arbusto,1,J. Rebman; M. E. Reséndiz,11158,5341,BCMEX
132022,Magnoliophyta,Magnoliopsida,Rubiales,72,317,Arbusto,7,Jon Rebman et al.,NO DISPONIBLE,4710,BCMEX
128469,Magnoliophyta,Magnoliopsida,Ranunculales,67,704,Hierba ,7,S. Zamudio R.,101757,3038,IEB
82565,Magnoliophyta,Magnoliopsida,Caryophyllales,5,394,Arbusto,7,O. García R.,NO APLICA,1149,QMEX
7261,Magnoliophyta,Liliopsida,Commelinales,28,723,Hierba ,17,A. Salinas T.; A. García R.,301950,4886,ARIZ
111608,Magnoliophyta,Magnoliopsida,Malpighiales,31,242,Hierba ,18,J.I.C.,NO APLICA,JIC 25173,FESI
140330,Magnoliophyta,Magnoliopsida,Solanales,84,661,Hierba ,18,JLLL,26755,11275,HCIB
125710,Magnoliophyta,Magnoliopsida,Polygalales,59,578,Arbusto,7,M. C. Johnston; F. Chiang C.; T. L. Wendt; D. Riskind,222211,11737,LL
113181,Magnoliophyta,Magnoliopsida,Malpighiales,31,293,Hierba ,18,NO DISPONIBLE,2057826,NO DISPONIBLE,MO
