ID,PC 1,PC 2,PC 3,familia,genero,longitud,latitud,altitudmapa,class,Conversion_familia,Conversion_genero,Conversion_Tipo,Conversion_color
45553,-1.241058396368887,-1.5261029672788489,0.6391894234915878,17,12,-110.56,30.43,1058.0,0,Asteraceae,Acourtia,Árbol,Blanca
122368,-2.315966672972771,0.8392311980623859,-0.4262420708995206,45,513,-116.29,31.33,274.0,2,Onagraceae,Oenothera,Árbol,Amarilla
59352,2.68660808156446,-0.5801695755612423,-0.33861887030602783,17,395,-98.72,19.68,2495.0,1,Asteraceae,Isocoma,Árbol,Amarilla
34212,-0.9745914351976571,1.1891151836111786,0.17107114443898797,57,496,-108.96,30.59,1044.0,2,Poaceae,Muhlenbergia,Árbol,Amarilla
65130,2.9957575243249126,-0.04944739965694276,-1.007673259441658,17,589,-97.46,18.17,2332.0,1,Asteraceae,Psacalium,Árbol,Blanca
8503,-1.5829570621186855,-0.6856430673774778,0.11374740030884856,29,215,-111.06,27.96,56.0,0,Cyperaceae,Cyperus,Árbol,Amarillenta
128149,0.15141120690014193,0.08877541201161203,2.0050004072603107,67,59,-102.0,27.33,1302.0,2,Ranunculaceae,Aquilegia,Arbusto,Blanca
137413,1.0241808208990149,1.108220753860264,2.036214733257953,84,224,-104.52,24.47,2190.0,2,Solanaceae,Datura,Árbol,Roja
37612,1.203281052122066,1.5322306773559697,-0.1290119986631733,57,642,-100.96,25.38,1845.0,1,Poaceae,Scleropogon,Árbol,Hialino
39546,1.2200888986426066,1.572807503382213,-0.2546882347048559,57,669,-102.18,24.13,1758.0,1,Poaceae,Sporobolus,Árbol,Hialino
120937,0.5034533179724638,0.8463262609842517,-0.913364607901428,39,653,-99.34,24.0,344.0,1,Malvaceae,Sida,Arbusto,Amarilla
89503,-2.2205398618945718,0.27579206524444266,-0.9646133727323796,27,519,-115.91,30.79,203.0,0,Cactaceae,Opuntia,Arbusto,Amarilla
104125,1.0073725054418288,-0.009670768339289057,0.25557365704466684,36,347,-103.27,25.18,1969.0,1,Lamiaceae,Hedeoma,Árbol,Lila
75208,0.5856694512979009,-0.10871924546718091,-0.4519889922241334,24,438,-101.3,26.79,1377.0,1,Boraginaceae,Lithospermum,Árbol,Amarilla
104445,-1.7726353580592613,0.08458065437841049,-0.28585492928391903,36,390,-112.29,28.72,21.0,0,Lamiaceae,Hyptis,Arbusto,Violeta
69659,0.2460741849647652,0.6090335034816822,-1.6825582449791465,17,737,-103.55,27.97,1250.0,1,Asteraceae,Trixis,Arbusto,Amarilla
109602,-1.237836086793151,-1.3528053218110474,0.8513033112738656,31,4,-110.69,25.03,18.0,0,Euphorbiaceae,Acalypha,Arbusto,Amarillenta
44204,-2.4918225075755043,-1.689466954108493,0.05692371756264065,8,56,-116.5,31.58,304.0,0,Apiaceae,Apiastrum,Árbol,Blanca
25586,1.6735168830228777,0.3948861975341551,1.1558172724402256,57,275,-101.17,23.31,2319.0,1,Poaceae,Eragrostis,Árbol,Amarilla
87918,1.6071310153399319,0.12070666666342164,-0.5134206236089629,27,504,-100.01,23.31,1873.0,1,Cactaceae,Neolloydia,Arbusto,Morada
25153,-0.997281743859631,0.2537330510105704,0.6807828491942778,57,275,-110.46,24.14,32.0,2,Poaceae,Eragrostis,Árbol,Amarilla
76284,-1.2463116454978544,-0.9693494404743017,0.5057228348713625,25,116,-109.42,30.64,899.0,0,Brassicaceae,Brassica,Árbol,Amarilla
3496,0.8188704771381969,-1.4781011393359558,0.25814715484016765,15,125,-99.43,23.33,918.0,1,Asparagaceae,Calibanus,Árbol,Amarilla
113476,1.3244853634577998,-0.4223326119627899,0.2532908663410395,31,293,-99.68,23.24,1562.0,1,Euphorbiaceae,Euphorbia,Árbol,Amarilla
15212,-1.1934911106115493,-0.23235651857699305,1.2271682870775245,57,110,-110.69,24.71,7.0,0,Poaceae,Bouteloua,Árbol,Hialino
60132,1.577063536184924,-0.3554675104672861,-0.6371347356327711,17,453,-101.2,22.83,1899.0,1,Asteraceae,Machaeranthera,Árbol,Lila
97238,0.12800123767968824,-0.4101531564734139,-0.9530058269109873,9,465,-106.05,28.59,1687.0,0,Apocynaceae,Mandevilla,Arbusto,Blanca
46880,-1.9565743094673396,-1.6079868880599162,0.338652295803599,17,34,-114.0,27.96,10.0,0,Asteraceae,Amblyopappus,Árbol,Amarilla
97482,-1.0416553386490424,-0.38347833718306157,-1.112029471762847,9,470,-110.78,30.42,1067.0,0,Apocynaceae,Marsdenia,Arbusto,Blanca
117734,2.8347348797961813,1.4436441991963105,0.8515533861407247,74,505,-97.61,17.66,2201.0,1,Salicaceae,Neopringlea,Arbusto,Lavanda
73493,-2.3805945999961353,-0.7291826125047197,0.01691791125221133,24,207,-114.19,32.1,204.0,0,Boraginaceae,Cryptantha,Árbol,Blanca
67120,1.6815144289236246,0.37383646655979036,-1.2463980465505142,17,662,-101.34,24.87,2350.0,1,Asteraceae,Solidago,Árbol,Amarilla
